Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Maternal Postpartum Hospitalization Following Assisted Reproductive Technology Births.","/pubmed/26317669","Declercq E, Stern JE, Luke B, Cabral H, Gopal D, Belanoff C, Diop H, Kotelchuck M.","Epidemiology. 2015 Nov;26(6):e64-5. doi: 10.1097/EDE.0000000000000371. No abstract available. ","Epidemiology.  2015","PubMed","citation","PMID:26317669 | PMCID:PMC4586485","pubmed","26317669","create date:2015/09/01 | first author:Declercq E",
"Acceptability and feasibility of a virtual counselor (VICKY) to collect family health histories.","/pubmed/25590980","Wang C, Bickmore T, Bowen DJ, Norkunas T, Campion M, Cabral H, Winter M, Paasche-Orlow M.","Genet Med. 2015 Oct;17(10):822-30. doi: 10.1038/gim.2014.198.","Genet Med.  2015","PubMed","citation","PMID:25590980 | PMCID:PMC4503525","pubmed","25590980","create date:2015/01/16 | first author:Wang C",
"Refining Measurement of Substance Use Disorders Among Women of Child-Bearing Age Using Hospital Records: The Development of the Explicit-Mention Substance Abuse Need for Treatment in Women (EMSANT-W) Algorithm.","/pubmed/25680703","Derrington TM, Bernstein J, Belanoff C, Cabral HJ, Babakhanlou-Chase H, Diop H, Evans SR, Kotelchuck M.","Matern Child Health J. 2015 Oct;19(10):2168-78. doi: 10.1007/s10995-015-1730-1.","Matern Child Health J.  2015","PubMed","citation","PMID:25680703 | PMCID:PMC4802156","pubmed","25680703","create date:2015/02/15 | first author:Derrington TM",
"The Effects of Cost Sharing on Adherence to Medications Prescribed for Concurrent Use: Do Definitions Matter?","/pubmed/26233540","Sacks NC, Burgess JF, Cabral HJ, McDonnell ME, Pizer SD.","J Manag Care Spec Pharm. 2015 Aug;21(8):678-87.","J Manag Care Spec Pharm.  2015","PubMed","citation","PMID:26233540","pubmed","26233540","create date:2015/08/04 | first author:Sacks NC",
"Functional Status and Hospital Readmissions Using the Medical Expenditure Panel Survey.","/pubmed/25691236","Soley-Bori M, Soria-Saucedo R, Ryan CM, Schneider JC, Haynes AB, Gerrard P, Cabral HJ, Lillemoe KD, Kazis LE.","J Gen Intern Med. 2015 Jul;30(7):965-72. doi: 10.1007/s11606-014-3170-9.","J Gen Intern Med.  2015","PubMed","citation","PMID:25691236 | PMCID:PMC4471038","pubmed","25691236","create date:2015/02/19 | first author:Soley-Bori M",
"Medical-Legal Strategies to Improve Infant Health Care: A Randomized Trial.","/pubmed/26034248","Sege R, Preer G, Morton SJ, Cabral H, Morakinyo O, Lee V, Abreu C, De Vos E, Kaplan-Sanoff M.","Pediatrics. 2015 Jul;136(1):97-106. doi: 10.1542/peds.2014-2955.","Pediatrics.  2015","PubMed","citation","PMID:26034248","pubmed","26034248","create date:2015/06/03 | first author:Sege R",
"Maximal Oxygen Uptake--Risk Predictor of NSCLC Resection in Patients With Comorbid Emphysema: Lessons From NETT.","/pubmed/26686452","Makey I, Berger RL, Cabral HJ, Celli B, Folch E, Whyte RI.","Semin Thorac Cardiovasc Surg. 2015 Summer;27(2):225-31. doi: 10.1053/j.semtcvs.2015.07.009.","Semin Thorac Cardiovasc Surg.  2015","PubMed","citation","PMID:26686452","pubmed","26686452","create date:2015/12/22 | first author:Makey I",
"Prenatal substance exposure: What predicts behavioral resilience by early adolescence?","/pubmed/26076097","Liebschutz JM, Crooks D, Rose-Jacobs R, Cabral HJ, Heeren TC, Gerteis J, Appugliese DP, Heymann OD, Lange AV, Frank DA.","Psychol Addict Behav. 2015 Jun;29(2):329-37. doi: 10.1037/adb0000082.","Psychol Addict Behav.  2015","PubMed","citation","PMID:26076097 | PMCID:PMC4593628","pubmed","26076097","create date:2015/06/16 | first author:Liebschutz JM",
"Cost-utility of cognitive behavioral therapy for low back pain from the commercial payer perspective.","/pubmed/25950282","Norton G, McDonough CM, Cabral H, Shwartz M, Burgess JF.","Spine (Phila Pa 1976). 2015 May 15;40(10):725-33. doi: 10.1097/BRS.0000000000000830.","Spine (Phila Pa 1976).  2015","PubMed","citation","PMID:25950282 | PMCID:PMC4991357","pubmed","25950282","create date:2015/05/08 | first author:Norton G",
"Stressful events during pregnancy and postpartum depressive symptoms.","/pubmed/25751609","Stone SL, Diop H, Declercq E, Cabral HJ, Fox MP, Wise LA.","J Womens Health (Larchmt). 2015 May;24(5):384-93. doi: 10.1089/jwh.2014.4857.","J Womens Health (Larchmt).  2015","PubMed","citation","PMID:25751609 | PMCID:PMC4519058","pubmed","25751609","create date:2015/03/10 | first author:Stone SL",
"Perinatal outcomes associated with assisted reproductive technology: the Massachusetts Outcomes Study of Assisted Reproductive Technologies (MOSART).","/pubmed/25660721","Declercq E, Luke B, Belanoff C, Cabral H, Diop H, Gopal D, Hoang L, Kotelchuck M, Stern JE, Hornstein MD.","Fertil Steril. 2015 Apr;103(4):888-95. doi: 10.1016/j.fertnstert.2014.12.119.","Fertil Steril.  2015","PubMed","citation","PMID:25660721 | PMCID:PMC4385441","pubmed","25660721","create date:2015/02/11 | first author:Declercq E",
"Predicting 5- and 10-year survival in older women with early-stage breast cancer: self-rated health and walking ability.","/pubmed/25900489","Eng JA, Clough-Gorr K, Cabral HJ, Silliman RA.","J Am Geriatr Soc. 2015 Apr;63(4):757-62. doi: 10.1111/jgs.13340.","J Am Geriatr Soc.  2015","PubMed","citation","PMID:25900489 | PMCID:PMC4407370","pubmed","25900489","create date:2015/04/23 | first author:Eng JA",
"Collaborative care for children with ADHD symptoms: a randomized comparative effectiveness trial.","/pubmed/25802346","Silverstein M, Hironaka LK, Walter HJ, Feinberg E, Sandler J, Pellicer M, Chen N, Cabral H.","Pediatrics. 2015 Apr;135(4):e858-67. doi: 10.1542/peds.2014-3221.","Pediatrics.  2015","PubMed","citation","PMID:25802346","pubmed","25802346","create date:2015/03/25 | first author:Silverstein M",
"Relationships between Medicare Advantage contract characteristics and quality-of-care ratings: an observational analysis of Medicare Advantage star ratings.","/pubmed/25732277","Xu P, Burgess JF Jr, Cabral H, Soria-Saucedo R, Kazis LE.","Ann Intern Med. 2015 Mar 3;162(5):353-8. doi: 10.7326/M14-0332.","Ann Intern Med.  2015","PubMed","citation","PMID:25732277","pubmed","25732277","create date:2015/03/04 | first author:Xu P",
"West African female sex workers in Mali: reduction in HIV prevalence and differences in risk profiles of sex workers of differing nationalities of origin.","/pubmed/25723988","Trout CH, Dembélé O, Diakité D, Bougoudogo F, Doumbia B, Mathieu J, Haidara A, Sangaré A, Traoré S, Burtner J, Cabral H, Messersmith LJ.","J Acquir Immune Defic Syndr. 2015 Mar 1;68 Suppl 2:S221-31. doi: 10.1097/QAI.0000000000000444.","J Acquir Immune Defic Syndr.  2015","PubMed","citation","PMID:25723988","pubmed","25723988","create date:2015/02/28 | first author:Trout CH",
"Treatment outcomes for substance use disorder among women of reproductive age in Massachusetts: a population-based approach.","/pubmed/25496707","Bernstein J, Derrington TM, Belanoff C, Cabral HJ, Babakhanlou-Chase H, Diop H, Evans SR, Jacobs H, Kotelchuck M.","Drug Alcohol Depend. 2015 Feb 1;147:151-9. doi: 10.1016/j.drugalcdep.2014.11.025.","Drug Alcohol Depend.  2015","PubMed","citation","PMID:25496707 | PMCID:PMC4297726","pubmed","25496707","create date:2014/12/17 | first author:Bernstein J",
"Provision of family planning to women with cardiovascular risk factors.","/pubmed/25567829","Reddy SM, Ramachandran A, Cabral H, Kazis L.","J Am Board Fam Med. 2015 Jan-Feb;28(1):105-14. doi: 10.3122/jabfm.2015.01.140016.","J Am Board Fam Med.  2015","PubMed","citation","PMID:25567829","pubmed","25567829","create date:2015/01/09 | first author:Reddy SM",
"Shared Decision Making and the Use of Screening Mammography in Women Younger Than 50 Years of Age.","/pubmed/26091367","Gunn CM, Soley-Bori M, Battaglia TA, Cabral H, Kazis L.","J Health Commun. 2015;20(9):1060-6. doi: 10.1080/10810730.2015.1018628.","J Health Commun.  2015","PubMed","citation","PMID:26091367","pubmed","26091367","create date:2015/06/20 | first author:Gunn CM",
"The association of injury with substance use disorder among women of reproductive age: an opportunity to address a major contributor to recurrent preventable emergency department visits?","/pubmed/25491709","Bernstein J, Bernstein E, Belanoff C, Cabral HJ, Babakhanlou-Chase H, Derrington TM, Diop H, Douriez C, Evans SR, Jacobs H, Kotelchuck M.","Acad Emerg Med. 2014 Dec;21(12):1459-68. doi: 10.1111/acem.12548.","Acad Emerg Med.  2014","PubMed","citation","PMID:25491709 | PMCID:PMC4330107","pubmed","25491709","create date:2014/12/11 | first author:Bernstein J",
"The effect of father's age in fertile, subfertile, and assisted reproductive technology pregnancies: a population based cohort study.","/pubmed/25193289","Stern JE, Luke B, Hornstein MD, Cabral H, Gopal D, Diop H, Kotelchuck M.","J Assist Reprod Genet. 2014 Nov;31(11):1437-44. doi: 10.1007/s10815-014-0327-8.","J Assist Reprod Genet.  2014","PubMed","citation","PMID:25193289 | PMCID:PMC4389942","pubmed","25193289","create date:2014/09/07 | first author:Stern JE",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Feedback on oral presentations during pediatric clerkships: a randomized controlled trial.","/pubmed/25349316","Sox CM, Dell M, Phillipi CA, Cabral HJ, Vargas G, Lewin LO.","Pediatrics. 2014 Nov;134(5):965-71. doi: 10.1542/peds.2014-1209.","Pediatrics.  2014","PubMed","citation","PMID:25349316","pubmed","25349316","create date:2014/10/29 | first author:Sox CM",
"Problematic substance use in urban adolescents: role of intrauterine exposures to cocaine and marijuana and post-natal environment.","/pubmed/24999059","Frank DA, Kuranz S, Appugliese D, Cabral H, Chen C, Crooks D, Heeren T, Liebschutz J, Richardson M, Rose-Jacobs R.","Drug Alcohol Depend. 2014 Sep 1;142:181-90. doi: 10.1016/j.drugalcdep.2014.06.014.","Drug Alcohol Depend.  2014","PubMed","citation","PMID:24999059 | PMCID:PMC4180288","pubmed","24999059","create date:2014/07/08 | first author:Frank DA",
"Topical vancomycin in combination with perioperative antibiotics and tight glycemic control helps to eliminate sternal wound infections.","/pubmed/25129595","Lazar HL, Ketchedjian A, Haime M, Karlson K, Cabral H.","J Thorac Cardiovasc Surg. 2014 Sep;148(3):1035-8; 1038-40. doi: 10.1016/j.jtcvs.2014.06.045.","J Thorac Cardiovasc Surg.  2014","PubMed","citation","PMID:25129595","pubmed","25129595","create date:2014/08/19 | first author:Lazar HL",
"The association between quality of HIV care, loss to follow-up and mortality in pediatric and adolescent patients receiving antiretroviral therapy in Nigeria.","/pubmed/25075742","Ojikutu B, Higgins-Biddle M, Greeson D, Phelps BR, Amzel A, Okechukwu E, Kolapo U, Cabral H, Cooper E, Hirschhorn LR.","PLoS One. 2014 Jul 30;9(7):e100039. doi: 10.1371/journal.pone.0100039.","PLoS One.  2014","PubMed","citation","PMID:25075742 | PMCID:PMC4116117","pubmed","25075742","create date:2014/07/31 | first author:Ojikutu B",
"Calculating length of gestation from the Society for Assisted Reproductive Technology Clinic Outcome Reporting System (SART CORS) database versus vital records may alter reported rates of prematurity.","/pubmed/24786746","Stern JE, Kotelchuck M, Luke B, Declercq E, Cabral H, Diop H.","Fertil Steril. 2014 May;101(5):1315-20. doi: 10.1016/j.fertnstert.2014.01.053.","Fertil Steril.  2014","PubMed","citation","PMID:24786746 | PMCID:PMC4068145","pubmed","24786746","create date:2014/05/03 | first author:Stern JE",
"It is unclear if adjusting cortical thickness for changes in gray/white matter intensity ratio improves discrimination between normal aging, MCI, and AD.","/pubmed/24535034","Bauer CM, Cabral HJ, Killiany RJ; Alzheimer’s Disease Neuroimaging Initiative..","Brain Imaging Behav. 2014 Mar;8(1):133-40. doi: 10.1007/s11682-013-9268-6.","Brain Imaging Behav.  2014","PubMed","citation","PMID:24535034 | PMCID:PMC3930075","pubmed","24535034","create date:2014/02/19 | first author:Bauer CM",
"Improving maternal mental health after a child's diagnosis of autism spectrum disorder: results from a randomized clinical trial.","/pubmed/24217336","Feinberg E, Augustyn M, Fitzgerald E, Sandler J, Ferreira-Cesar Suarez Z, Chen N, Cabral H, Beardslee W, Silverstein M.","JAMA Pediatr. 2014 Jan;168(1):40-6. doi: 10.1001/jamapediatrics.2013.3445.","JAMA Pediatr.  2014","PubMed","citation","PMID:24217336","pubmed","24217336","create date:2013/11/13 | first author:Feinberg E",
"Level of intrauterine cocaine exposure and neuropsychological test scores in preadolescence: subtle effects on auditory attention and narrative memory.","/pubmed/24978115","Beeghly M, Rose-Jacobs R, Martin BM, Cabral HJ, Heeren TC, Frank DA.","Neurotoxicol Teratol. 2014 Sep-Oct;45:1-17. doi: 10.1016/j.ntt.2014.06.007.","Neurotoxicol Teratol.  2014","PubMed","citation","PMID:24978115 | PMCID:PMC4197063","pubmed","24978115","create date:2014/07/01 | first author:Beeghly M",
"Racial/ethnic differences in hospital use and cost among a statewide population of children with Down syndrome.","/pubmed/23892874","Derrington TM, Kotelchuck M, Plummer K, Cabral H, Lin AE, Belanoff C, Shin M, Correa A, Grosse SD.","Res Dev Disabil. 2013 Oct;34(10):3276-87. doi: 10.1016/j.ridd.2013.06.022.","Res Dev Disabil.  2013","PubMed","citation","PMID:23892874 | PMCID:PMC4453874","pubmed","23892874","create date:2013/07/31 | first author:Derrington TM",
"Prevalence and predictors of underinsurance among low-income adults.","/pubmed/23371419","Magge H, Cabral HJ, Kazis LE, Sommers BD.","J Gen Intern Med. 2013 Sep;28(9):1136-42. doi: 10.1007/s11606-013-2354-z.","J Gen Intern Med.  2013","PubMed","citation","PMID:23371419 | PMCID:PMC3744314","pubmed","23371419","create date:2013/02/02 | first author:Magge H",
"Opioid use for noncancer pain and risk of fracture in adults: a nested case-control study using the general practice research database.","/pubmed/23639937","Li L, Setoguchi S, Cabral H, Jick S.","Am J Epidemiol. 2013 Aug 15;178(4):559-69. doi: 10.1093/aje/kwt013.","Am J Epidemiol.  2013","PubMed","citation","PMID:23639937","pubmed","23639937","create date:2013/05/04 | first author:Li L",
"Cost sharing and decreased branded oral anti-diabetic medication adherence among elderly Part D Medicare beneficiaries.","/pubmed/23404199","Sacks NC, Burgess JF Jr, Cabral HJ, Pizer SD, McDonnell ME.","J Gen Intern Med. 2013 Jul;28(7):876-85. doi: 10.1007/s11606-013-2342-3.","J Gen Intern Med.  2013","PubMed","citation","PMID:23404199 | PMCID:PMC3682054","pubmed","23404199","create date:2013/02/14 | first author:Sacks NC",
"Antidepressant use during early pregnancy and the risk of congenital anomalies.","/pubmed/23744675","Vasilakis-Scaramozza C, Aschengrau A, Cabral H, Jick SS.","Pharmacotherapy. 2013 Jul;33(7):693-700. doi: 10.1002/phar.1211.","Pharmacotherapy.  2013","PubMed","citation","PMID:23744675","pubmed","23744675","create date:2013/06/08 | first author:Vasilakis-Scaramozza C",
