Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Risk assessment and clinical decision making for colorectal cancer screening.","/pubmed/23905546","Schroy PC 3rd, Caron SE, Sherman BJ, Heeren TC, Battaglia TA.","Health Expect. 2015 Oct;18(5):1327-38. doi: 10.1111/hex.12110.","Health Expect.  2015","PubMed","citation","PMID:23905546 | PMCID:PMC4213312","pubmed","23905546","create date:2013/08/03 | first author:Schroy PC 3rd",
"Maternal Report of Advice Received for Infant Care.","/pubmed/26216322","Eisenberg SR, Bair-Merritt MH, Colson ER, Heeren TC, Geller NL, Corwin MJ.","Pediatrics. 2015 Aug;136(2):e315-22. doi: 10.1542/peds.2015-0551.","Pediatrics.  2015","PubMed","citation","PMID:26216322 | PMCID:PMC4516946","pubmed","26216322","create date:2015/07/29 | first author:Eisenberg SR",
"Youth Drinking in the United States: Relationships With Alcohol Policies and Adult Drinking.","/pubmed/26034246","Xuan Z, Blanchette JG, Nelson TF, Nguyen TH, Hadland SE, Oussayef NL, Heeren TC, Naimi TS.","Pediatrics. 2015 Jul;136(1):18-27. doi: 10.1542/peds.2015-0537.","Pediatrics.  2015","PubMed","citation","PMID:26034246 | PMCID:PMC4485013","pubmed","26034246","create date:2015/06/03 | first author:Xuan Z",
"Homelessness during pregnancy: a unique, time-dependent risk factor of birth outcomes.","/pubmed/25404405","Cutts DB, Coleman S, Black MM, Chilton MM, Cook JT, de Cuba SE, Heeren TC, Meyers A, Sandel M, Casey PH, Frank DA.","Matern Child Health J. 2015 Jun;19(6):1276-83. doi: 10.1007/s10995-014-1633-6.","Matern Child Health J.  2015","PubMed","citation","PMID:25404405","pubmed","25404405","create date:2014/11/19 | first author:Cutts DB",
"Prenatal substance exposure: What predicts behavioral resilience by early adolescence?","/pubmed/26076097","Liebschutz JM, Crooks D, Rose-Jacobs R, Cabral HJ, Heeren TC, Gerteis J, Appugliese DP, Heymann OD, Lange AV, Frank DA.","Psychol Addict Behav. 2015 Jun;29(2):329-37. doi: 10.1037/adb0000082.","Psychol Addict Behav.  2015","PubMed","citation","PMID:26076097 | PMCID:PMC4593628","pubmed","26076097","create date:2015/06/16 | first author:Liebschutz JM",
"Impact of patient and navigator race and language concordance on care after cancer screening abnormalities.","/pubmed/25565151","Charlot M, Santana MC, Chen CA, Bak S, Heeren TC, Battaglia TA, Egan AP, Kalish R, Freund KM.","Cancer. 2015 May 1;121(9):1477-83. doi: 10.1002/cncr.29221.","Cancer.  2015","PubMed","citation","PMID:25565151 | PMCID:PMC4409461","pubmed","25565151","create date:2015/01/08 | first author:Charlot M",
"The alcohol policy environment and policy subgroups as predictors of binge drinking measures among US adults.","/pubmed/25122017","Xuan Z, Blanchette J, Nelson TF, Heeren T, Oussayef N, Naimi TS.","Am J Public Health. 2015 Apr;105(4):816-22. doi: 10.2105/AJPH.2014.302112.","Am J Public Health.  2015","PubMed","citation","PMID:25122017 | PMCID:PMC4358175","pubmed","25122017","create date:2014/08/15 | first author:Xuan Z",
"The relationship between alcohol taxes and binge drinking: evaluating new tax measures incorporating multiple tax and beverage types.","/pubmed/25428795","Xuan Z, Chaloupka FJ, Blanchette JG, Nguyen TH, Heeren TC, Nelson TF, Naimi TS.","Addiction. 2015 Mar;110(3):441-50. doi: 10.1111/add.12818.","Addiction.  2015","PubMed","citation","PMID:25428795 | PMCID:PMC4441276","pubmed","25428795","create date:2014/11/28 | first author:Xuan Z",
"Drinking patterns and victimization among male and female students in Mexico.","/pubmed/25534933","Strunin L, Díaz-Martínez LR, Díaz-Martínez A, Heeren T, Winter M, Kuranz S, Hernández-Ávila CA, Fernández-Varela H, Solís-Torres C.","Alcohol Alcohol. 2015 Mar;50(2):226-35. doi: 10.1093/alcalc/agu092.","Alcohol Alcohol.  2015","PubMed","citation","PMID:25534933 | PMCID:PMC4327343","pubmed","25534933","create date:2014/12/24 | first author:Strunin L",
"Patterns of change in implementation of state alcohol control policies in the United States, 1999-2011.","/pubmed/25138287","Nelson TF, Xuan Z, Blanchette JG, Heeren TC, Naimi TS.","Addiction. 2015 Jan;110(1):59-68. doi: 10.1111/add.12706.","Addiction.  2015","PubMed","citation","PMID:25138287 | PMCID:PMC4527310","pubmed","25138287","create date:2014/08/21 | first author:Nelson TF",
"Alcohol policies and impaired driving in the United States: Effects of driving- vs. drinking-oriented policies.","/pubmed/26925185","Xuan Z, Blanchette JG, Nelson TF, Heeren TC, Nguyen TH, Naimi TS.","Int J Alcohol Drug Res. 2015;4(2):119-130.","Int J Alcohol Drug Res.  2015","PubMed","citation","PMID:26925185 | PMCID:PMC4768812","pubmed","26925185","create date:2016/03/01 | first author:Xuan Z",
"Multiple barriers delay care among women with abnormal cancer screening despite patient navigation.","/pubmed/25513858","Ramachandran A, Freund KM, Bak SM, Heeren TC, Chen CA, Battaglia TA.","J Womens Health (Larchmt). 2015 Jan;24(1):30-6. doi: 10.1089/jwh.2014.4869.","J Womens Health (Larchmt).  2015","PubMed","citation","PMID:25513858 | PMCID:PMC4361220","pubmed","25513858","create date:2014/12/17 | first author:Ramachandran A",
"Comparison of two theory-based, fully automated telephone interventions designed to maintain dietary change in healthy adults: study protocol of a three-arm randomized controlled trial.","/pubmed/25387065","Wright JA, Quintiliani LM, Turner-McGrievy GM, Migneault JP, Heeren T, Friedman RH.","JMIR Res Protoc. 2014 Nov 10;3(4):e62. doi: 10.2196/resprot.3367.","JMIR Res Protoc.  2014","PubMed","citation","PMID:25387065 | PMCID:PMC4260007","pubmed","25387065","create date:2014/11/12 | first author:Wright JA",
"The influence of prevalent cohort bias in the association between periodontal disease progression and incident coronary heart disease.","/pubmed/25169680","Heaton B, Applebaum KM, Rothman KJ, Brooks DR, Heeren T, Dietrich T, Garcia RI.","Ann Epidemiol. 2014 Oct;24(10):741-6. doi: 10.1016/j.annepidem.2014.07.006.","Ann Epidemiol.  2014","PubMed","citation","PMID:25169680","pubmed","25169680","create date:2014/08/30 | first author:Heaton B",
"Problematic substance use in urban adolescents: role of intrauterine exposures to cocaine and marijuana and post-natal environment.","/pubmed/24999059","Frank DA, Kuranz S, Appugliese D, Cabral H, Chen C, Crooks D, Heeren T, Liebschutz J, Richardson M, Rose-Jacobs R.","Drug Alcohol Depend. 2014 Sep 1;142:181-90. doi: 10.1016/j.drugalcdep.2014.06.014.","Drug Alcohol Depend.  2014","PubMed","citation","PMID:24999059 | PMCID:PMC4180288","pubmed","24999059","create date:2014/07/08 | first author:Frank DA",
"The association of interpersonal trauma with somatic symptom severity in a primary care population with chronic pain: exploring the role of gender and the mental health sequelae of trauma.","/pubmed/25149029","McCall-Hosenfeld JS, Winter M, Heeren T, Liebschutz JM.","J Psychosom Res. 2014 Sep;77(3):196-204. doi: 10.1016/j.jpsychores.2014.07.011.","J Psychosom Res.  2014","PubMed","citation","PMID:25149029 | PMCID:PMC4143800","pubmed","25149029","create date:2014/08/26 | first author:McCall-Hosenfeld JS",
"Positive affect is associated with fewer sleep problems in older caregivers but not noncaregivers.","/pubmed/23676301","Fredman L, Gordon SA, Heeren T, Stuver SO.","Gerontologist. 2014 Aug;54(4):559-69. doi: 10.1093/geront/gnt040.","Gerontologist.  2014","PubMed","citation","PMID:23676301 | PMCID:PMC4110452","pubmed","23676301","create date:2013/05/17 | first author:Fredman L",
"Depressive symptoms among dementia caregivers: role of mediating factors.","/pubmed/23567432","Givens JL, Mezzacappa C, Heeren T, Yaffe K, Fredman L.","Am J Geriatr Psychiatry. 2014 May;22(5):481-8. doi: 10.1016/j.jagp.2012.08.010.","Am J Geriatr Psychiatry.  2014","PubMed","citation","PMID:23567432 | PMCID:PMC3710308","pubmed","23567432","create date:2013/04/10 | first author:Givens JL",
"Effect of a home-based exercise program on functional recovery following rehabilitation after hip fracture: a randomized clinical trial.","/pubmed/24549550","Latham NK, Harris BA, Bean JF, Heeren T, Goodyear C, Zawacki S, Heislein DM, Mustafa J, Pardasaney P, Giorgetti M, Holt N, Goehring L, Jette AM.","JAMA. 2014 Feb 19;311(7):700-8. doi: 10.1001/jama.2014.469.","JAMA.  2014","PubMed","citation","PMID:24549550 | PMCID:PMC4454368","pubmed","24549550","create date:2014/02/20 | first author:Latham NK",
"A new scale of the U.S. alcohol policy environment and its relationship to binge drinking.","/pubmed/24355666","Naimi TS, Blanchette J, Nelson TF, Nguyen T, Oussayef N, Heeren TC, Gruenewald P, Mosher J, Xuan Z.","Am J Prev Med. 2014 Jan;46(1):10-6. doi: 10.1016/j.amepre.2013.07.015.","Am J Prev Med.  2014","PubMed","citation","PMID:24355666 | PMCID:PMC3878154","pubmed","24355666","create date:2013/12/21 | first author:Naimi TS",
"Validity of a Web-based educational program to disseminate a standardized bowel preparation rating scale.","/pubmed/24463841","Calderwood AH, Logan JR, Zurfluh M, Lieberman DA, Jacobson BC, Heeren TC, Schroy PC 3rd.","J Clin Gastroenterol. 2014 Nov-Dec;48(10):856-61. doi: 10.1097/MCG.0000000000000028.","J Clin Gastroenterol.  2014","PubMed","citation","PMID:24463841 | PMCID:PMC4108578","pubmed","24463841","create date:2014/01/28 | first author:Calderwood AH",
"Social service barriers delay care among women with abnormal cancer screening.","/pubmed/24197626","Primeau SW, Freund KM, Ramachandran A, Bak SM, Heeren T, Chen CA, Morton S, Battaglia TA.","J Gen Intern Med. 2014 Jan;29(1):169-75. doi: 10.1007/s11606-013-2615-x.","J Gen Intern Med.  2014","PubMed","citation","PMID:24197626 | PMCID:PMC3889949","pubmed","24197626","create date:2013/11/08 | first author:Primeau SW",
"Level of intrauterine cocaine exposure and neuropsychological test scores in preadolescence: subtle effects on auditory attention and narrative memory.","/pubmed/24978115","Beeghly M, Rose-Jacobs R, Martin BM, Cabral HJ, Heeren TC, Frank DA.","Neurotoxicol Teratol. 2014 Sep-Oct;45:1-17. doi: 10.1016/j.ntt.2014.06.007.","Neurotoxicol Teratol.  2014","PubMed","citation","PMID:24978115 | PMCID:PMC4197063","pubmed","24978115","create date:2014/07/01 | first author:Beeghly M",
"Trends and factors associated with infant bed sharing, 1993-2010: the National Infant Sleep Position Study.","/pubmed/24080961","Colson ER, Willinger M, Rybin D, Heeren T, Smith LA, Lister G, Corwin MJ.","JAMA Pediatr. 2013 Nov;167(11):1032-7. doi: 10.1001/jamapediatrics.2013.2560.","JAMA Pediatr.  2013","PubMed","citation","PMID:24080961 | PMCID:PMC3903787","pubmed","24080961","create date:2013/10/02 | first author:Colson ER",
"Parental monitoring and alcohol use among Mexican students.","/pubmed/23846177","Strunin L, Díaz Martínez A, Díaz-Martínez LR, Heeren T, Kuranz S, Winter M, Hernández-Ávila CA, Fernández-Varela H, Solís-Torres C.","Addict Behav. 2013 Oct;38(10):2601-6. doi: 10.1016/j.addbeh.2013.06.011.","Addict Behav.  2013","PubMed","citation","PMID:23846177 | PMCID:PMC3756822","pubmed","23846177","create date:2013/07/13 | first author:Strunin L",
"Tax policy, adult binge drinking, and youth alcohol consumption in the United States.","/pubmed/23711219","Xuan Z, Nelson TF, Heeren T, Blanchette J, Nelson DE, Gruenewald P, Naimi TS.","Alcohol Clin Exp Res. 2013 Oct;37(10):1713-9. doi: 10.1111/acer.12152.","Alcohol Clin Exp Res.  2013","PubMed","citation","PMID:23711219 | PMCID:PMC3795905","pubmed","23711219","create date:2013/05/29 | first author:Xuan Z",
"Is pyloric gland metaplasia in ileal pouch biopsies a marker for Crohn's disease?","/pubmed/23543088","Agarwal S, Stucchi AF, Dendrinos K, Cerda S, O'Brien MJ, Becker JM, Heeren T, Farraye FA.","Dig Dis Sci. 2013 Oct;58(10):2918-25. doi: 10.1007/s10620-013-2655-4.","Dig Dis Sci.  2013","PubMed","citation","PMID:23543088","pubmed","23543088","create date:2013/04/02 | first author:Agarwal S",
"Prevalence of advanced colorectal neoplasia in white and black patients undergoing screening colonoscopy in a safety-net hospital.","/pubmed/23817700","Schroy PC 3rd, Coe A, Chen CA, O'Brien MJ, Heeren TC.","Ann Intern Med. 2013 Jul 2;159(1):13-20. doi: 10.7326/0003-4819-159-1-201307020-00004.","Ann Intern Med.  2013","PubMed","citation","PMID:23817700 | PMCID:PMC4218749","pubmed","23817700","create date:2013/07/03 | first author:Schroy PC 3rd",
"Brand-specific consumption of alcohol among underage youth in the United States.","/pubmed/23398328","Siegel M, DeJong W, Naimi TS, Fortunato EK, Albers AB, Heeren T, Rosenbloom DL, Ross C, Ostroff J, Rodkin S, King C, Borzekowski DL, Rimal RN, Padon AA, Eck RH, Jernigan DH.","Alcohol Clin Exp Res. 2013 Jul;37(7):1195-203. doi: 10.1111/acer.12084.","Alcohol Clin Exp Res.  2013","PubMed","citation","PMID:23398328 | PMCID:PMC3655157","pubmed","23398328","create date:2013/02/13 | first author:Siegel M",
"Do neighborhoods make people active, or do people make active neighborhoods? Evidence from a planned community in Austin, Texas.","/pubmed/23786909","Calise TV, Heeren T, DeJong W, Dumith SC, Kohl HW 3rd.","Prev Chronic Dis. 2013 Jun 20;10:E102. doi: 10.5888/pcd10.120119.","Prev Chronic Dis.  2013","PubMed","citation","PMID:23786909 | PMCID:PMC3690827","pubmed","23786909","create date:2013/06/22 | first author:Calise TV",
"Health of children classified as underweight by CDC reference but normal by WHO standard.","/pubmed/23690515","Meyers A, Joyce K, Coleman SM, Cook JT, Cutts D, Ettinger de Cuba S, Heeren TC, Rose-Jacobs R, Black MM, Casey PH, Chilton M, Sandel M, Frank DA; Children’s HealthWatch..","Pediatrics. 2013 Jun;131(6):e1780-7. doi: 10.1542/peds.2012-2382.","Pediatrics.  2013","PubMed","citation","PMID:23690515","pubmed","23690515","create date:2013/05/22 | first author:Meyers A",
"Methodology may exaggerate a beneficial effect of drinking with parents.","/pubmed/23384384","Blanchette J, Heeren T.","J Stud Alcohol Drugs. 2013 Mar;74(2):353. No abstract available. ","J Stud Alcohol Drugs.  2013","PubMed","citation","PMID:23384384","pubmed","23384384","create date:2013/02/07 | first author:Blanchette J",
"Are food insecurity's health impacts underestimated in the U.S. population? Marginal food security also predicts adverse health outcomes in young U.S. children and mothers.","/pubmed/23319123","Cook JT, Black M, Chilton M, Cutts D, Ettinger de Cuba S, Heeren TC, Rose-Jacobs R, Sandel M, Casey PH, Coleman S, Weiss I, Frank DA.","Adv Nutr. 2013 Jan 1;4(1):51-61. doi: 10.3945/an.112.003228. Review.","Adv Nutr.  2013","PubMed","citation","PMID:23319123 | PMCID:PMC3648739","pubmed","23319123","create date:2013/01/16 | first author:Cook JT",
"Predictors of active injection drug use in a cohort of patients infected with hepatitis C virus.","/pubmed/23153145","Reed C, Bliss C, Stuver SO, Heeren T, Tumilty S, Horsburgh CR Jr, Samet JH, Cotton DJ.","Am J Public Health. 2013 Jan;103(1):105-11. doi: 10.2105/AJPH.2012.300819.","Am J Public Health.  2013","PubMed","citation","PMID:23153145 | PMCID:PMC3518356","pubmed","23153145","create date:2012/11/17 | first author:Reed C",
"Aid-assisted decision making and colorectal cancer screening: a randomized controlled trial.","/pubmed/23159252","Schroy PC 3rd, Emmons KM, Peters E, Glick JT, Robinson PA, Lydotes MA, Mylvaganam SR, Coe AM, Chen CA, Chaisson CE, Pignone MP, Prout MN, Davidson PK, Heeren TC.","Am J Prev Med. 2012 Dec;43(6):573-83. doi: 10.1016/j.amepre.2012.08.018.","Am J Prev Med.  2012","PubMed","citation","PMID:23159252 | PMCID:PMC3966107","pubmed","23159252","create date:2012/11/20 | first author:Schroy PC 3rd",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Job strain and incident metabolic syndrome over 5 years of follow-up: the coronary artery risk development in young adults study.","/pubmed/23171915","Edwards EM, Stuver SO, Heeren TC, Fredman L.","J Occup Environ Med. 2012 Dec;54(12):1447-52. doi: 10.1097/JOM.0b013e3182783f27.","J Occup Environ Med.  2012","PubMed","citation","PMID:23171915","pubmed","23171915","create date:2012/11/23 | first author:Edwards EM",
"Breastmilk iodine concentrations following acute dietary iodine intake.","/pubmed/23050787","Leung AM, Braverman LE, He X, Heeren T, Pearce EN.","Thyroid. 2012 Nov;22(11):1176-80. doi: 10.1089/thy.2012.0294.","Thyroid.  2012","PubMed","citation","PMID:23050787 | PMCID:PMC3487113","pubmed","23050787","create date:2012/10/12 | first author:Leung AM",
"Boston Patient Navigation Research Program: the impact of navigation on time to diagnostic resolution after abnormal cancer screening.","/pubmed/23045539","Battaglia TA, Bak SM, Heeren T, Chen CA, Kalish R, Tringale S, Taylor JO, Lottero B, Egan AP, Thakrar N, Freund KM.","Cancer Epidemiol Biomarkers Prev. 2012 Oct;21(10):1645-54. doi: 10.1158/1055-9965.EPI-12-0532.","Cancer Epidemiol Biomarkers Prev.  2012","PubMed","citation","PMID:23045539 | PMCID:PMC3472624","pubmed","23045539","create date:2012/10/10 | first author:Battaglia TA",
"Neuropsychological outcomes of mild traumatic brain injury, post-traumatic stress disorder and depression in Iraq-deployed US Army soldiers.","/pubmed/22743844","Vasterling JJ, Brailey K, Proctor SP, Kane R, Heeren T, Franz M.","Br J Psychiatry. 2012 Sep;201(3):186-92. doi: 10.1192/bjp.bp.111.096461.","Br J Psychiatry.  2012","PubMed","citation","PMID:22743844","pubmed","22743844","create date:2012/06/30 | first author:Vasterling JJ",
"The Your Disease Risk Index for colorectal cancer is an inaccurate risk stratification tool for advanced colorectal neoplasia at screening colonoscopy.","/pubmed/22689913","Schroy PC 3rd, Coe AM, Mylvaganam SR, Ahn LB, Lydotes MA, Robinson PA, Davis JT, Chen CA, Ashba J, Atkinson ML, Colditz GA, Heeren TC.","Cancer Prev Res (Phila). 2012 Aug;5(8):1044-52. doi: 10.1158/1940-6207.CAPR-12-0014.","Cancer Prev Res (Phila).  2012","PubMed","citation","PMID:22689913 | PMCID:PMC3632311","pubmed","22689913","create date:2012/06/13 | first author:Schroy PC 3rd",
"The impact of a brief motivational intervention on unprotected sex and sex while high among drug-positive emergency department patients who receive STI/HIV VC/T and drug treatment referral as standard of care.","/pubmed/22261830","Bernstein E, Ashong D, Heeren T, Winter M, Bliss C, Madico G, Bernstein J.","AIDS Behav. 2012 Jul;16(5):1203-16. doi: 10.1007/s10461-012-0134-0.","AIDS Behav.  2012","PubMed","citation","PMID:22261830","pubmed","22261830","create date:2012/01/21 | first author:Bernstein E",
"Relationship between sleep position and risk of extreme cardiorespiratory events.","/pubmed/22364822","Lister G, Rybin DV, Colton T, Heeren TC, Hunt CE, Colson ER, Willinger M, Corwin MJ; Collaborative Home Infant Monitoring Evaluation Study Group..","J Pediatr. 2012 Jul;161(1):22-5.e1. doi: 10.1016/j.jpeds.2012.01.035.","J Pediatr.  2012","PubMed","citation","PMID:22364822 | PMCID:PMC3607104","pubmed","22364822","create date:2012/03/01 | first author:Lister G",
"WIC participation and attenuation of stress-related child health risks of household food insecurity and caregiver depressive symptoms.","/pubmed/22566545","Black MM, Quigg AM, Cook J, Casey PH, Cutts DB, Chilton M, Meyers A, Ettinger de Cuba S, Heeren T, Coleman S, Rose-Jacobs R, Frank DA.","Arch Pediatr Adolesc Med. 2012 May;166(5):444-51. doi: 10.1001/archpediatrics.2012.1.","Arch Pediatr Adolesc Med.  2012","PubMed","citation","PMID:22566545","pubmed","22566545","create date:2012/05/09 | first author:Black MM",
"Long-term follow-up after voluntary human immunodeficiency virus/sexually transmitted infection counseling, point-of-service testing, and referral to substance abuse treatment from the emergency department.","/pubmed/22506942","Bernstein E, Heeren T, Winter M, Ashong D, Bliss C, Madico G, Ayalew B, Bernstein J.","Acad Emerg Med. 2012 Apr;19(4):386-95. doi: 10.1111/j.1553-2712.2012.01314.x.","Acad Emerg Med.  2012","PubMed","citation","PMID:22506942","pubmed","22506942","create date:2012/04/18 | first author:Bernstein E",
"A culturally adapted telecommunication system to improve physical activity, diet quality, and medication adherence among hypertensive African-Americans: a randomized controlled trial.","/pubmed/22246660","Migneault JP, Dedier JJ, Wright JA, Heeren T, Campbell MK, Morisky DE, Rudd P, Friedman RH.","Ann Behav Med. 2012 Feb;43(1):62-73. doi: 10.1007/s12160-011-9319-4.","Ann Behav Med.  2012","PubMed","citation","PMID:22246660","pubmed","22246660","create date:2012/01/17 | first author:Migneault JP",
"Hangover sensitivity after controlled alcohol administration as predictor of post-college drinking.","/pubmed/21859168","Rohsenow DJ, Howland J, Winter M, Bliss CA, Littlefield CA, Heeren TC, Calise TV.","J Abnorm Psychol. 2012 Feb;121(1):270-5. doi: 10.1037/a0024706.","J Abnorm Psychol.  2012","PubMed","citation","PMID:21859168 | PMCID:PMC4043292","pubmed","21859168","create date:2011/08/24 | first author:Rohsenow DJ",
"Young adults at risk for excess alcohol consumption are often not asked or counseled about drinking alcohol.","/pubmed/21935753","Hingson RW, Heeren T, Edwards EM, Saitz R.","J Gen Intern Med. 2012 Feb;27(2):179-84. doi: 10.1007/s11606-011-1851-1.","J Gen Intern Med.  2012","PubMed","citation","PMID:21935753 | PMCID:PMC3270224","pubmed","21935753","create date:2011/09/22 | first author:Hingson RW",
