Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"An evaluation of statistical approaches for analyzing physician-randomized quality improvement interventions.","/pubmed/18571476","Stedman MR, Gagnon DR, Lew RA, Solomon DH, Brookhart MA.","Contemp Clin Trials. 2008 Sep;29(5):687-95. doi: 10.1016/j.cct.2008.04.003.","Contemp Clin Trials.  2008","PubMed","citation","PMID:18571476","pubmed","18571476","create date:2008/06/24 | first author:Stedman MR",
"Rates of stent thrombosis in bare-metal versus drug-eluting stents (from a large Australian multicenter registry).","/pubmed/18549846","Yan BP, Duffy SJ, Clark DJ, Lefkovits J, Warren R, Gurvitch R, Lew R, Sebastian M, Brennan A, Andrianopoulos N, Reid CM, Ajani AE; Melbourne Interventional Group..","Am J Cardiol. 2008 Jun 15;101(12):1716-22. doi: 10.1016/j.amjcard.2008.02.058.","Am J Cardiol.  2008","PubMed","citation","PMID:18549846","pubmed","18549846","create date:2008/06/14 | first author:Yan BP",
"Drug development for sleep therapeutics - A Marcus Evans conference.","/pubmed/18379954","Lew R.","IDrugs. 2008 Apr;11(4):245-9. No abstract available. ","IDrugs.  2008","PubMed","citation","PMID:18379954","pubmed","18379954","create date:2008/04/02 | first author:Lew R",
"The association between statins and cancer incidence in a veterans population.","/pubmed/18182618","Farwell WR, Scranton RE, Lawler EV, Lew RA, Brophy MT, Fiore LD, Gaziano JM.","J Natl Cancer Inst. 2008 Jan 16;100(2):134-9. doi: 10.1093/jnci/djm286.","J Natl Cancer Inst.  2008","PubMed","citation","PMID:18182618","pubmed","18182618","create date:2008/01/10 | first author:Farwell WR",
"Renal impairment is an independent predictor of adverse events post coronary intervention in patients with and without drug-eluting stents.","/pubmed/18928945","Shaw JA, Andrianopoulos N, Duffy S, Walton AS, Clark D, Lew R, Sebastian M, New G, Brennan A, Reid C, Ajani AE; Melbourne Interventional Group..","Cardiovasc Revasc Med. 2008 Oct-Dec;9(4):218-23. doi: 10.1016/j.carrev.2008.05.002.","Cardiovasc Revasc Med.  2008","PubMed","citation","PMID:18928945","pubmed","18928945","create date:2008/10/22 | first author:Shaw JA",
"Accuracy of uniaxial accelerometer in chronic obstructive pulmonary disease.","/pubmed/18712646","Moy ML, Garshick E, Matthess KR, Lew R, Reilly JJ.","J Rehabil Res Dev. 2008;45(4):611-7.","J Rehabil Res Dev.  2008","PubMed","citation","PMID:18712646 | PMCID:PMC2538610","pubmed","18712646","create date:2008/08/21 | first author:Moy ML",
"An evaluation of octogenarians undergoing percutaneous coronary intervention from the Melbourne Interventional Group registry.","/pubmed/18044763","Yan BP, Gurvitch R, Duffy SJ, Clark DJ, Sebastian M, New G, Warren R, Lefkovits J, Lew R, Brennan AL, Reid C, Andrianopoulos N, Ajani AE.","Catheter Cardiovasc Interv. 2007 Dec 1;70(7):928-36.","Catheter Cardiovasc Interv.  2007","PubMed","citation","PMID:18044763","pubmed","18044763","create date:2007/11/30 | first author:Yan BP",
"Shift analysis versus dichotomization of the modified Rankin scale outcome scores in the NINDS and ECASS-II trials.","/pubmed/17975102","Savitz SI, Lew R, Bluhmki E, Hacke W, Fisher M.","Stroke. 2007 Dec;38(12):3205-12.","Stroke.  2007","PubMed","citation","PMID:17975102","pubmed","17975102","create date:2007/11/03 | first author:Savitz SI",
"A cross-sectional measurement of medical student empathy.","/pubmed/17653807","Chen D, Lew R, Hershman W, Orlander J.","J Gen Intern Med. 2007 Oct;22(10):1434-8.","J Gen Intern Med.  2007","PubMed","citation","PMID:17653807 | PMCID:PMC2305857","pubmed","17653807","create date:2007/07/27 | first author:Chen D",
"Effect of treating erectile dysfunction on management of systolic hypertension.","/pubmed/17659929","Scranton RE, Lawler E, Botteman M, Chittamooru S, Gagnon D, Lew R, Harnett J, Gaziano JM.","Am J Cardiol. 2007 Aug 1;100(3):459-63.","Am J Cardiol.  2007","PubMed","citation","PMID:17659929","pubmed","17659929","create date:2007/07/31 | first author:Scranton RE",
"Contemporary treatment of in-stent restenosis and the incidence of recurrent in-stent restenosis in the era of drug-eluting stents.","/pubmed/17419097","Ajani AE, Yan BP, Clark DJ, Eccleston D, Walton A, Lew R, Meehan A, Brennan A, Reid C, Duffy SJ; Melbourne Interventional Group (MIG) Investigators..","Heart Lung Circ. 2007 Aug;16(4):269-73.","Heart Lung Circ.  2007","PubMed","citation","PMID:17419097","pubmed","17419097","create date:2007/04/10 | first author:Ajani AE",
"A controlled trial of a novel primary prevention program for Lyme disease and other tick-borne illnesses.","/pubmed/17468463","Daltroy LH, Phillips C, Lew R, Wright E, Shadick NA, Liang MH.","Health Educ Behav. 2007 Jun;34(3):531-42.","Health Educ Behav.  2007","PubMed","citation","PMID:17468463","pubmed","17468463","create date:2007/05/01 | first author:Daltroy LH",
"Infrared laser therapy for ischemic stroke: a new treatment strategy: results of the NeuroThera Effectiveness and Safety Trial-1 (NEST-1).","/pubmed/17463313","Lampl Y, Zivin JA, Fisher M, Lew R, Welin L, Dahlof B, Borenstein P, Andersson B, Perez J, Caparo C, Ilic S, Oron U.","Stroke. 2007 Jun;38(6):1843-9.","Stroke.  2007","PubMed","citation","PMID:17463313","pubmed","17463313","create date:2007/04/28 | first author:Lampl Y",
"The use of medical hyperspectral technology to evaluate microcirculatory changes in diabetic foot ulcers and to predict clinical outcomes.","/pubmed/17303790","Khaodhiar L, Dinh T, Schomacker KT, Panasyuk SV, Freeman JE, Lew R, Vo T, Panasyuk AA, Lima C, Giurini JM, Lyons TE, Veves A.","Diabetes Care. 2007 Apr;30(4):903-10.","Diabetes Care.  2007","PubMed","citation","PMID:17303790","pubmed","17303790","create date:2007/02/17 | first author:Khaodhiar L",
"Medical hyperspectral imaging to facilitate residual tumor identification during surgery.","/pubmed/17374984","Panasyuk SV, Yang S, Faller DV, Ngo D, Lew RA, Freeman JE, Rogers AE.","Cancer Biol Ther. 2007 Mar;6(3):439-46.","Cancer Biol Ther.  2007","PubMed","citation","PMID:17374984","pubmed","17374984","create date:2007/03/22 | first author:Panasyuk SV",
"Impact of continued hospitalization in patients pre-treated with clopidogrel prior to coronary angiography and undergoing coronary artery bypass grafting.","/pubmed/15640529","Kuchulakanti P, Kapetanakis EI, Lew R, Rha SW, Cheneau E, Satler LF, Suddath WO, Pichard AD, Kent KM, Pakala R, Haile E, Corso P, Waksman R.","J Invasive Cardiol. 2005 Jan;17(1):5-7.","J Invasive Cardiol.  2005","PubMed","citation","PMID:15640529","pubmed","15640529","create date:2005/01/11 | first author:Kuchulakanti P",
"Dehydroepiandrosterone increases endothelial cell proliferation in vitro and improves endothelial function in vivo by mechanisms independent of androgen and estrogen receptors.","/pubmed/15356084","Williams MR, Dawood T, Ling S, Dai A, Lew R, Myles K, Funder JW, Sudhir K, Komesaroff PA.","J Clin Endocrinol Metab. 2004 Sep;89(9):4708-15.","J Clin Endocrinol Metab.  2004","PubMed","citation","PMID:15356084","pubmed","15356084","create date:2004/09/10 | first author:Williams MR",
"Evaluation of methods for improving precision of blood pressure measurements in phase I clinical trials.","/pubmed/15102865","Terra SG, Blum RA, Wei GC, Lew RA, Digenio AG, Rajman I, Kazierad DJ.","J Clin Pharmacol. 2004 May;44(5):457-63.","J Clin Pharmacol.  2004","PubMed","citation","PMID:15102865","pubmed","15102865","create date:2004/04/23 | first author:Terra SG",
"Effects of gamma radiation on the noninjured and unprotected left main.","/pubmed/15065141","Wolfram R, Cheneau E, Lew R, Chan R, Pichard AD, Satler LF, Kent KM, Dilcher C, Pinnow E, Bui A, Waksman R.","Catheter Cardiovasc Interv. 2004 Apr;61(4):477-81.","Catheter Cardiovasc Interv.  2004","PubMed","citation","PMID:15065141","pubmed","15065141","create date:2004/04/06 | first author:Wolfram R",
"Usefulness of periprocedural creatinine phosphokinase-MB release to predict adverse outcomes after intracoronary radiation therapy for in-stent restenosis.","/pubmed/14759380","Ajani AE, Waksman R, Sharma AK, Lew R, Pinnow E, Canos DA, Cheneau E, Castagna M, Cha DH, Leborgne L, Satler LF, Pichard AD, Kent KM, Lindsay J.","Am J Cardiol. 2004 Feb 1;93(3):313-7.","Am J Cardiol.  2004","PubMed","citation","PMID:14759380","pubmed","14759380","create date:2004/02/05 | first author:Ajani AE",
"Endogenous estrogens influence endothelial function in young men.","/pubmed/14592997","Lew R, Komesaroff P, Williams M, Dawood T, Sudhir K.","Circ Res. 2003 Nov 28;93(11):1127-33.","Circ Res.  2003","PubMed","citation","PMID:14592997","pubmed","14592997","create date:2003/11/01 | first author:Lew R",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Repeat intracoronary radiation for recurrent in-stent restenosis in patients who failed intracoronary radiation.","/pubmed/12900334","Waksman R, Lew R, Ajani AE, Pichard AD, Satler LF, Kent KM, Chan R, White RL, Suddath WO, Pinnow E, Torguson R, Dilcher C, Wolfram R, Lindsay J.","Circulation. 2003 Aug 12;108(6):654-6.","Circulation.  2003","PubMed","citation","PMID:12900334","pubmed","12900334","create date:2003/08/06 | first author:Waksman R",
"Mechanisms and methods to resolve edge effect.","/pubmed/12777680","Kuchulakanti P, Lew R, Waksman R; Novoste Corporation..","J Invasive Cardiol. 2003 Jun;15(6):363-6. Review.","J Invasive Cardiol.  2003","PubMed","citation","PMID:12777680","pubmed","12777680","create date:2003/06/05 | first author:Kuchulakanti P",
"Association of hospital and surgeon volume of total hip replacement with functional status and satisfaction three years following surgery.","/pubmed/12571867","Katz JN, Phillips CB, Baron JA, Fossel AH, Mahomed NN, Barrett J, Lingard EA, Harris WH, Poss R, Lew RA, Guadagnoli E, Wright EA, Losina E.","Arthritis Rheum. 2003 Feb;48(2):560-8.","Arthritis Rheum.  2003","PubMed","citation","PMID:12571867","pubmed","12571867","create date:2003/02/07 | first author:Katz JN",
"Effects of vitamin D and calcium supplementation on falls: a randomized controlled trial.","/pubmed/12568412","Bischoff HA, Stähelin HB, Dick W, Akos R, Knecht M, Salis C, Nebiker M, Theiler R, Pfeifer M, Begerow B, Lew RA, Conzelmann M.","J Bone Miner Res. 2003 Feb;18(2):343-51.","J Bone Miner Res.  2003","PubMed","citation","PMID:12568412","pubmed","12568412","create date:2003/02/06 | first author:Bischoff HA",
"Acute procedural complications and in-hospital events after percutaneous coronary interventions: eptifibatide versus abciximab.","/pubmed/12892767","Ajani AE, Waksman R, Gruberg L, Sharma AK, Lew R, Pinnow E, Canos DA, Cheneau E, Castagna M, Satler L, Pichard A, Kent KM.","Cardiovasc Radiat Med. 2003 Jan-Mar;4(1):12-7.","Cardiovasc Radiat Med.  2003","PubMed","citation","PMID:12892767","pubmed","12892767","create date:2003/08/02 | first author:Ajani AE",
"Rates and outcomes of primary and revision total hip replacement in the United States medicare population.","/pubmed/12533568","Mahomed NN, Barrett JA, Katz JN, Phillips CB, Losina E, Lew RA, Guadagnoli E, Harris WH, Poss R, Baron JA.","J Bone Joint Surg Am. 2003 Jan;85-A(1):27-32.","J Bone Joint Surg Am.  2003","PubMed","citation","PMID:12533568","pubmed","12533568","create date:2003/01/21 | first author:Mahomed NN",
"Review of intracoronary radiation for in-stent restenosis.","/pubmed/12668833","Lew R, Ajani A, Waksman R.","J Invasive Cardiol. 2003 Jan;15 Suppl A:2A-8A. Review. No abstract available. ","J Invasive Cardiol.  2003","PubMed","citation","PMID:12668833","pubmed","12668833","create date:2003/04/02 | first author:Lew R",
"Using antineutrophil cytoplasmic antibody testing to diagnose vasculitis: can test-ordering guidelines improve diagnostic accuracy?","/pubmed/12090888","Mandl LA, Solomon DH, Smith EL, Lew RA, Katz JN, Shmerling RH.","Arch Intern Med. 2002 Jul 8;162(13):1509-14.","Arch Intern Med.  2002","PubMed","citation","PMID:12090888","pubmed","12090888","create date:2002/07/02 | first author:Mandl LA",
"Sun protection policies and environmental features in US elementary schools.","/pubmed/12056958","Buller DB, Geller AC, Cantor M, Buller MK, Rosseel K, Hufford D, Benjes L, Lew RA.","Arch Dermatol. 2002 Jun;138(6):771-4.","Arch Dermatol.  2002","PubMed","citation","PMID:12056958","pubmed","12056958","create date:2002/06/12 | first author:Buller DB",
"Measuring clinically important changes with patient-oriented questionnaires.","/pubmed/12064581","Liang MH, Lew RA, Stucki G, Fortin PR, Daltroy L.","Med Care. 2002 Apr;40(4 Suppl):II45-51.","Med Care.  2002","PubMed","citation","PMID:12064581","pubmed","12064581","create date:2002/06/18 | first author:Liang MH",
