Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Analgesia, sedation, and neuromuscular blockade during targeted temperature management after cardiac arrest.","/pubmed/26670815","Riker RR, Gagnon DJ, May T, Seder DB, Fraser GL.","Best Pract Res Clin Anaesthesiol. 2015 Dec;29(4):435-50. doi: 10.1016/j.bpa.2015.09.006. Review.","Best Pract Res Clin Anaesthesiol.  2015","PubMed","citation","PMID:26670815","pubmed","26670815","create date:2015/12/17 | first author:Riker RR",
"Outcomes with prolonged clopidogrel therapy after coronary stenting in patients with chronic kidney disease.","/pubmed/26209334","Siddiqi OK, Smoot KJ, Dufour AB, Cho K, Young M, Gagnon DR, Ly S, Temiyasathit S, Faxon DP, Gaziano JM, Kinlay S.","Heart. 2015 Oct;101(19):1569-76. doi: 10.1136/heartjnl-2014-307168.","Heart.  2015","PubMed","citation","PMID:26209334 | PMCID:PMC4580134","pubmed","26209334","create date:2015/07/26 | first author:Siddiqi OK",
"Etomidate in sepsis: understanding the dilemma.","/pubmed/26623087","Gagnon DJ, Seder DB.","J Thorac Dis. 2015 Oct;7(10):1699-701. doi: 10.3978/j.issn.2072-1439.2015.10.21. No abstract available. ","J Thorac Dis.  2015","PubMed","citation","PMID:26623087 | PMCID:PMC4635268","pubmed","26623087","create date:2015/12/02 | first author:Gagnon DJ",
"Long-Term Outcomes in Patients With Diabetes Mellitus Related to Prolonging Clopidogrel More Than 12 Months After Coronary Stenting.","/pubmed/26337986","Thukkani AK, Agrawal K, Prince L, Smoot KJ, Dufour AB, Cho K, Gagnon DR, Sokolovskaya G, Ly S, Temiyasathit S, Faxon DP, Gaziano JM, Kinlay S.","J Am Coll Cardiol. 2015 Sep 8;66(10):1091-101. doi: 10.1016/j.jacc.2015.06.1339.","J Am Coll Cardiol.  2015","PubMed","citation","PMID:26337986 | PMCID:PMC4578293","pubmed","26337986","create date:2015/09/05 | first author:Thukkani AK",
"Prophylactic antibiotics are associated with a lower incidence of pneumonia in cardiac arrest survivors treated with targeted temperature management.","/pubmed/25680823","Gagnon DJ, Nielsen N, Fraser GL, Riker RR, Dziodzio J, Sunde K, Hovdenes J, Stammet P, Friberg H, Rubertsson S, Wanscher M, Seder DB.","Resuscitation. 2015 Jul;92:154-9. doi: 10.1016/j.resuscitation.2015.01.035.","Resuscitation.  2015","PubMed","citation","PMID:25680823","pubmed","25680823","create date:2015/02/15 | first author:Gagnon DJ",
"Artificial Recruitment of UAF1-USP Complexes by a PHLPP1-E1 Chimeric Helicase Enhances Human Papillomavirus DNA Replication.","/pubmed/25833051","Gagnon D, Lehoux M, Archambault J.","J Virol. 2015 Jun;89(12):6227-39. doi: 10.1128/JVI.00560-15.","J Virol.  2015","PubMed","citation","PMID:25833051 | PMCID:PMC4474315","pubmed","25833051","create date:2015/04/03 | first author:Gagnon D",
"Serotonin syndrome following methylene blue administration during cardiothoracic surgery.","/pubmed/25613051","Smith CJ, Wang D, Sgambelluri A, Kramer RS, Gagnon DJ.","J Pharm Pract. 2015 Apr;28(2):207-11. doi: 10.1177/0897190014568389.","J Pharm Pract.  2015","PubMed","citation","PMID:25613051","pubmed","25613051","create date:2015/01/24 | first author:Smith CJ",
"Prescription opioid duration of action and the risk of unintentional overdose among patients receiving opioid therapy.","/pubmed/25686208","Miller M, Barber CW, Leatherman S, Fonda J, Hermos JA, Cho K, Gagnon DR.","JAMA Intern Med. 2015 Apr;175(4):608-15. doi: 10.1001/jamainternmed.2014.8071.","JAMA Intern Med.  2015","PubMed","citation","PMID:25686208","pubmed","25686208","create date:2015/02/17 | first author:Miller M",
"SLEAP: a wake-up call to question the oversimplification of ICU delirium.","/pubmed/25700056","Fraser GL, Gagnon DJ, Riker RR.","Crit Care Med. 2015 Mar;43(3):703-5. doi: 10.1097/CCM.0000000000000803. No abstract available. ","Crit Care Med.  2015","PubMed","citation","PMID:25700056","pubmed","25700056","create date:2015/02/24 | first author:Fraser GL",
"Transition from dexmedetomidine to enteral clonidine for ICU sedation: an observational pilot study.","/pubmed/25809176","Gagnon DJ, Riker RR, Glisic EK, Kelner A, Perrey HM, Fraser GL.","Pharmacotherapy. 2015 Mar;35(3):251-9. doi: 10.1002/phar.1559.","Pharmacotherapy.  2015","PubMed","citation","PMID:25809176","pubmed","25809176","create date:2015/03/27 | first author:Gagnon DJ",
"Weight gain on antipsychotic medication is associated with sustained use among veterans with schizophrenia.","/pubmed/25514067","Monnelly EP, Fonda J, Gagnon DR, Chittamooru S, Lawler EV.","J Clin Psychopharmacol. 2015 Feb;35(1):57-62. doi: 10.1097/JCP.0000000000000262.","J Clin Psychopharmacol.  2015","PubMed","citation","PMID:25514067","pubmed","25514067","create date:2014/12/17 | first author:Monnelly EP",
"A quantitative and high-throughput assay of human papillomavirus DNA replication.","/pubmed/25348316","Gagnon D, Fradet-Turcotte A, Archambault J.","Methods Mol Biol. 2015;1249:305-16. doi: 10.1007/978-1-4939-2013-6_23.","Methods Mol Biol.  2015","PubMed","citation","PMID:25348316","pubmed","25348316","create date:2014/10/29 | first author:Gagnon D",
"A high-throughput cellular assay to quantify the p53-degradation activity of E6 from different human papillomavirus types.","/pubmed/25348301","Gagnon D, Archambault J.","Methods Mol Biol. 2015;1249:111-20. doi: 10.1007/978-1-4939-2013-6_8.","Methods Mol Biol.  2015","PubMed","citation","PMID:25348301","pubmed","25348301","create date:2014/10/29 | first author:Gagnon D",
"Implementation of the systems approach to improve a pharmacist-managed vancomycin dosing service.","/pubmed/25404601","Gagnon DJ, Roberts R, Sylvia L.","Am J Health Syst Pharm. 2014 Dec 1;71(23):2080-4. doi: 10.2146/ajhp140176.","Am J Health Syst Pharm.  2014","PubMed","citation","PMID:25404601","pubmed","25404601","create date:2014/11/19 | first author:Gagnon DJ",
"Autophagy supports genomic stability by degrading retrotransposon RNA.","/pubmed/25366815","Guo H, Chitiprolu M, Gagnon D, Meng L, Perez-Iratxeta C, Lagace D, Gibbings D.","Nat Commun. 2014 Nov 4;5:5276. doi: 10.1038/ncomms6276.","Nat Commun.  2014","PubMed","citation","PMID:25366815","pubmed","25366815","create date:2014/11/05 | first author:Guo H",
"Associations with chest illness and mortality in chronic spinal cord injury.","/pubmed/24090450","Danilack VA, Stolzmann KL, Gagnon DR, Brown R, Tun CG, Morse LR, Garshick E.","J Spinal Cord Med. 2014 Nov;37(6):662-9. doi: 10.1179/2045772313Y.0000000144.","J Spinal Cord Med.  2014","PubMed","citation","PMID:24090450 | PMCID:PMC4231954","pubmed","24090450","create date:2013/10/05 | first author:Danilack VA",
"Establishment and validation of new complementing cells for production of E1-deleted adenovirus vectors in serum-free suspension culture.","/pubmed/25159033","Gilbert R, Guilbault C, Gagnon D, Bernier A, Bourget L, Elahi SM, Kamen A, Massie B.","J Virol Methods. 2014 Nov;208:177-88. doi: 10.1016/j.jviromet.2014.08.013.","J Virol Methods.  2014","PubMed","citation","PMID:25159033","pubmed","25159033","create date:2014/08/28 | first author:Gilbert R",
"Analysis of JC virus DNA replication using a quantitative and high-throughput assay.","/pubmed/25155200","Shin J, Phelan PJ, Chhum P, Bashkenova N, Yim S, Parker R, Gagnon D, Gjoerup O, Archambault J, Bullock PA.","Virology. 2014 Nov;468-470:113-25. doi: 10.1016/j.virol.2014.07.042.","Virology.  2014","PubMed","citation","PMID:25155200 | PMCID:PMC4658058","pubmed","25155200","create date:2014/08/27 | first author:Shin J",
"E1-mediated recruitment of a UAF1-USP deubiquitinase complex facilitates human papillomavirus DNA replication.","/pubmed/24850727","Lehoux M, Gagnon D, Archambault J.","J Virol. 2014 Aug;88(15):8545-55. doi: 10.1128/JVI.00379-14.","J Virol.  2014","PubMed","citation","PMID:24850727 | PMCID:PMC4135941","pubmed","24850727","create date:2014/05/23 | first author:Lehoux M",
"An online spaced-education game among clinicians improves their patients' time to blood pressure control: a randomized controlled trial.","/pubmed/24847084","Kerfoot BP, Turchin A, Breydo E, Gagnon D, Conlin PR.","Circ Cardiovasc Qual Outcomes. 2014 May;7(3):468-74. doi: 10.1161/CIRCOUTCOMES.113.000814.","Circ Cardiovasc Qual Outcomes.  2014","PubMed","citation","PMID:24847084 | PMCID:PMC4040124","pubmed","24847084","create date:2014/05/23 | first author:Kerfoot BP",
"Incident severe thrombocytopenia in veterans treated with pegylated interferon plus ribavirin for chronic hepatitis C infection.","/pubmed/24677630","Hermos JA, Quach L, Gagnon DR, Weber HC, Altincatal A, Cho K, Lawler EV, Grotzinger KM.","Pharmacoepidemiol Drug Saf. 2014 May;23(5):480-8. doi: 10.1002/pds.3585.","Pharmacoepidemiol Drug Saf.  2014","PubMed","citation","PMID:24677630","pubmed","24677630","create date:2014/03/29 | first author:Hermos JA",
"Daily step count is associated with plasma C-reactive protein and IL-6 in a US cohort with COPD.","/pubmed/24091482","Moy ML, Teylan M, Weston NA, Gagnon DR, Danilack VA, Garshick E.","Chest. 2014 Mar 1;145(3):542-50. doi: 10.1378/chest.13-1052.","Chest.  2014","PubMed","citation","PMID:24091482","pubmed","24091482","create date:2013/10/05 | first author:Moy ML",
"An index of daily step count and systemic inflammation predicts clinical outcomes in chronic obstructive pulmonary disease.","/pubmed/24308588","Moy ML, Teylan M, Danilack VA, Gagnon DR, Garshick E.","Ann Am Thorac Soc. 2014 Feb;11(2):149-57. doi: 10.1513/AnnalsATS.201307-243OC.","Ann Am Thorac Soc.  2014","PubMed","citation","PMID:24308588","pubmed","24308588","create date:2013/12/07 | first author:Moy ML",
"Dementia Coding, Workup, and Treatment in the VA New England Healthcare System.","/pubmed/24701364","Cho K, Gagnon DR, Driver JA, Altincatal A, Kosik N, Lanes S, Lawler EV.","Int J Alzheimers Dis. 2014;2014:821894. doi: 10.1155/2014/821894.","Int J Alzheimers Dis.  2014","PubMed","citation","PMID:24701364 | PMCID:PMC3950831","pubmed","24701364","create date:2014/04/05 | first author:Cho K",
"Adiponectin is a candidate biomarker of lower extremity bone density in men with chronic spinal cord injury.","/pubmed/23787489","Doherty AL, Battaglino RA, Donovan J, Gagnon D, Lazzari AA, Garshick E, Zafonte R, Morse LR.","J Bone Miner Res. 2014 Jan;29(1):251-9. doi: 10.1002/jbmr.2020.","J Bone Miner Res.  2014","PubMed","citation","PMID:23787489 | PMCID:PMC3979427","pubmed","23787489","create date:2013/06/22 | first author:Doherty AL",
"Study design and rationale for investigating phosphodiesterase type 5 inhibition for the treatment of pulmonary hypertension due to chronic obstructive lung disease: the TADA-PHiLD (TADAlafil for Pulmonary Hypertension associated with chronic obstructive Lung Disease) trial.","/pubmed/25006405","Maron BA, Goldstein RH, Rounds SI, Shapiro S, Jankowich M, Garshick E, Moy ML, Gagnon D, Choudhary G.","Pulm Circ. 2013 Dec;3(4):889-97. doi: 10.1086/674759.","Pulm Circ.  2013","PubMed","citation","PMID:25006405 | PMCID:PMC4070834","pubmed","25006405","create date:2014/07/10 | first author:Maron BA",
"Structural characterization of a noncovalent complex between ubiquitin and the transactivation domain of the erythroid-specific factor EKLF.","/pubmed/24139988","Raiola L, Lussier-Price M, Gagnon D, Lafrance-Vanasse J, Mascle X, Arseneault G, Legault P, Archambault J, Omichinski JG.","Structure. 2013 Nov 5;21(11):2014-24. doi: 10.1016/j.str.2013.08.027.","Structure.  2013","PubMed","citation","PMID:24139988","pubmed","24139988","create date:2013/10/22 | first author:Raiola L",
"Prevention of bone loss and vertebral fractures in patients with chronic epilepsy--antiepileptic drug and osteoporosis prevention trial.","/pubmed/24010637","Lazzari AA, Dussault PM, Thakore-James M, Gagnon D, Baker E, Davis SA, Houranieh AM.","Epilepsia. 2013 Nov;54(11):1997-2004. doi: 10.1111/epi.12351.","Epilepsia.  2013","PubMed","citation","PMID:24010637","pubmed","24010637","create date:2013/09/10 | first author:Lazzari AA",
"Genetic analysis of the E2 transactivation domain dimerization interface from bovine papillomavirus type 1.","/pubmed/23490049","Gagnon D, Sénéchal H, D'Abramo CM, Alvarez J, McBride AA, Archambault J.","Virology. 2013 May 10;439(2):132-9. doi: 10.1016/j.virol.2013.02.012.","Virology.  2013","PubMed","citation","PMID:23490049 | PMCID:PMC4654618","pubmed","23490049","create date:2013/03/16 | first author:Gagnon D",
"Daily step count predicts acute exacerbations in a US cohort with COPD.","/pubmed/23593211","Moy ML, Teylan M, Weston NA, Gagnon DR, Garshick E.","PLoS One. 2013;8(4):e60400. doi: 10.1371/journal.pone.0060400.","PLoS One.  2013","PubMed","citation","PMID:23593211 | PMCID:PMC3617234","pubmed","23593211","create date:2013/04/18 | first author:Moy ML",
"Pharmacokinetics of meloxicam after intravenous, intramuscular, and oral administration of a single dose to Hispaniolan Amazon parrots (Amazona ventralis).","/pubmed/23438111","Molter CM, Court MH, Cole GA, Gagnon DJ, Hazarika S, Paul-Murphy JR.","Am J Vet Res. 2013 Mar;74(3):375-80. doi: 10.2460/ajvr.74.3.375.","Am J Vet Res.  2013","PubMed","citation","PMID:23438111","pubmed","23438111","create date:2013/02/27 | first author:Molter CM",
"Foot Type Biomechanics Part 2: are structure and anthropometrics related to function?","/pubmed/23107624","Mootanah R, Song J, Lenhoff MW, Hafer JF, Backus SI, Gagnon D, Deland JT 3rd, Hillstrom HJ.","Gait Posture. 2013 Mar;37(3):452-6. doi: 10.1016/j.gaitpost.2012.09.008.","Gait Posture.  2013","PubMed","citation","PMID:23107624 | PMCID:PMC3878980","pubmed","23107624","create date:2012/10/31 | first author:Mootanah R",
"Impact of misspecifying the distribution of a prognostic factor on power and sample size for testing treatment interactions in clinical trials.","/pubmed/23414513","Reichmann WM, LaValley MP, Gagnon DR, Losina E.","BMC Med Res Methodol. 2013 Feb 15;13:21. doi: 10.1186/1471-2288-13-21.","BMC Med Res Methodol.  2013","PubMed","citation","PMID:23414513 | PMCID:PMC3605155","pubmed","23414513","create date:2013/02/19 | first author:Reichmann WM",
"Thrombocytopenia and bleeding in veterans with non-hepatitis C-related chronic liver disease.","/pubmed/23010745","Hermos JA, Altincatal A, Weber HC, Grotzinger K, Smoot KJ, Cho K, Gagnon DR, Lawler EV.","Dig Dis Sci. 2013 Feb;58(2):562-73. doi: 10.1007/s10620-012-2404-0.","Dig Dis Sci.  2013","PubMed","citation","PMID:23010745","pubmed","23010745","create date:2012/09/27 | first author:Hermos JA",
"Tremors and agitation following low-dose intravenous hydromorphone administration in a patient with kidney dysfunction.","/pubmed/23715067","Gagnon DJ, Jwo K.","Ann Pharmacother. 2013 Jul-Aug;47(7-8):e34. doi: 10.1345/aph.1R784.","Ann Pharmacother.  2013","PubMed","citation","PMID:23715067","pubmed","23715067","create date:2013/05/30 | first author:Gagnon DJ",
"The occurrence of ipsilateral or contralateral foot disorders and hand dominance: the Framingham foot study.","/pubmed/23328848","Nguyen US, Dufour AB, Positano RG, Dines JS, Dodson CC, Gagnon DG, Hillstrom HJ, Hannan MT.","J Am Podiatr Med Assoc. 2013 Jan-Feb;103(1):16-23.","J Am Podiatr Med Assoc.  2013","PubMed","citation","PMID:23328848 | PMCID:PMC3558939","pubmed","23328848","create date:2013/01/19 | first author:Nguyen US",
"Association between sclerostin and bone density in chronic spinal cord injury.","/pubmed/22006831","Morse LR, Sudhakar S, Danilack V, Tun C, Lazzari A, Gagnon DR, Garshick E, Battaglino RA.","J Bone Miner Res. 2012 Feb;27(2):352-9. doi: 10.1002/jbmr.546.","J Bone Miner Res.  2012","PubMed","citation","PMID:22006831 | PMCID:PMC3288145","pubmed","22006831","create date:2011/10/19 | first author:Morse LR",
"Risk of community-acquired pneumonia in veteran patients to whom proton pump inhibitors were dispensed.","/pubmed/22100573","Hermos JA, Young MM, Fonda JR, Gagnon DR, Fiore LD, Lawler EV.","Clin Infect Dis. 2012 Jan 1;54(1):33-42. doi: 10.1093/cid/cir767.","Clin Infect Dis.  2012","PubMed","citation","PMID:22100573","pubmed","22100573","create date:2011/11/22 | first author:Hermos JA",
"A comparison of statistical approaches for physician-randomized trials with survival outcomes.","/pubmed/21924382","Stedman MR, Lew RA, Losina E, Gagnon DR, Solomon DH, Brookhart MA.","Contemp Clin Trials. 2012 Jan;33(1):104-15. doi: 10.1016/j.cct.2011.08.008.","Contemp Clin Trials.  2012","PubMed","citation","PMID:21924382 | PMCID:PMC3849400","pubmed","21924382","create date:2011/09/20 | first author:Stedman MR",
"p53 degradation activity, expression, and subcellular localization of E6 proteins from 29 human papillomavirus genotypes.","/pubmed/22013048","Mesplède T, Gagnon D, Bergeron-Labrecque F, Azar I, Sénéchal H, Coutlée F, Archambault J.","J Virol. 2012 Jan;86(1):94-107. doi: 10.1128/JVI.00751-11.","J Virol.  2012","PubMed","citation","PMID:22013048 | PMCID:PMC3255875","pubmed","22013048","create date:2011/10/21 | first author:Mesplède T",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"A SAS macro for a clustered logrank test.","/pubmed/21496938","Stedman MR, Gagnon DR, Lew RA, Jung SH, Losina E, Brookhart MA.","Comput Methods Programs Biomed. 2011 Nov;104(2):266-70. doi: 10.1016/j.cmpb.2011.02.001.","Comput Methods Programs Biomed.  2011","PubMed","citation","PMID:21496938 | PMCID:PMC3140566","pubmed","21496938","create date:2011/04/19 | first author:Stedman MR",
"Systemic inflammation and reduced pulmonary function in chronic spinal cord injury.","/pubmed/21570031","Garshick E, Stolzmann KL, Gagnon DR, Morse LR, Brown R.","PM R. 2011 May;3(5):433-9. doi: 10.1016/j.pmrj.2011.02.003.","PM R.  2011","PubMed","citation","PMID:21570031 | PMCID:PMC3141080","pubmed","21570031","create date:2011/05/17 | first author:Garshick E",
"Evaluation of exposure-specific risks from two independent samples: a simulation study.","/pubmed/21208427","Reichmann WM, Gagnon D, Horsburgh CR, Losina E.","BMC Med Res Methodol. 2011 Jan 5;11:1. doi: 10.1186/1471-2288-11-1.","BMC Med Res Methodol.  2011","PubMed","citation","PMID:21208427 | PMCID:PMC3022898","pubmed","21208427","create date:2011/01/07 | first author:Reichmann WM",
"Longitudinal risk factors for intimate partner violence among men in treatment for alcohol use disorders.","/pubmed/20954758","Taft CT, O'Farrell TJ, Doron-LaMarca S, Panuzio J, Suvak MK, Gagnon DR, Murphy CM.","J Consult Clin Psychol. 2010 Dec;78(6):924-35. doi: 10.1037/a0021093.","J Consult Clin Psychol.  2010","PubMed","citation","PMID:20954758","pubmed","20954758","create date:2010/10/20 | first author:Taft CT",
"Durable improvements in prostate cancer screening from online spaced education a randomized controlled trial.","/pubmed/20965387","Kerfoot BP, Lawler EV, Sokolovskaya G, Gagnon D, Conlin PR.","Am J Prev Med. 2010 Nov;39(5):472-8. doi: 10.1016/j.amepre.2010.07.016.","Am J Prev Med.  2010","PubMed","citation","PMID:20965387 | PMCID:PMC2994103","pubmed","20965387","create date:2010/10/23 | first author:Kerfoot BP",
"Change in use of gadolinium-enhanced magnetic resonance studies in kidney disease patients after US Food and Drug Administration warnings: a cross-sectional study of Veterans Affairs Health Care System data from 2005-2008.","/pubmed/20580477","Kim KH, Fonda JR, Lawler EV, Gagnon D, Kaufman JS.","Am J Kidney Dis. 2010 Sep;56(3):458-67. doi: 10.1053/j.ajkd.2010.03.027.","Am J Kidney Dis.  2010","PubMed","citation","PMID:20580477","pubmed","20580477","create date:2010/06/29 | first author:Kim KH",
"Risk factors for chest illness in chronic spinal cord injury: a prospective study.","/pubmed/20463565","Stolzmann KL, Gagnon DR, Brown R, Tun CG, Garshick E.","Am J Phys Med Rehabil. 2010 Jul;89(7):576-83. doi: 10.1097/PHM.0b013e3181ddca8e.","Am J Phys Med Rehabil.  2010","PubMed","citation","PMID:20463565 | PMCID:PMC3021458","pubmed","20463565","create date:2010/05/14 | first author:Stolzmann KL",
"Initiation of anaemia management in patients with chronic kidney disease not on dialysis in the Veterans Health Administration.","/pubmed/20083469","Lawler EV, Gagnon DR, Fink J, Seliger S, Fonda J, Do TP, Gaziano JM, Bradbury BD.","Nephrol Dial Transplant. 2010 Jul;25(7):2237-44. doi: 10.1093/ndt/gfp758.","Nephrol Dial Transplant.  2010","PubMed","citation","PMID:20083469","pubmed","20083469","create date:2010/01/20 | first author:Lawler EV",
"Transfusion burden among patients with chronic kidney disease and anemia.","/pubmed/20299366","Lawler EV, Bradbury BD, Fonda JR, Gaziano JM, Gagnon DR.","Clin J Am Soc Nephrol. 2010 Apr;5(4):667-72. doi: 10.2215/CJN.06020809.","Clin J Am Soc Nephrol.  2010","PubMed","citation","PMID:20299366 | PMCID:PMC2849699","pubmed","20299366","create date:2010/03/20 | first author:Lawler EV",
"Cross-calibration and comparison of variability in 2 bone densitometers in a research setting: the framingham experience.","/pubmed/20347371","Gagnon DR, McLean RR, Hannan MT, Cupples LA, Hogan M, Kiel DP.","J Clin Densitom. 2010 Apr-Jun;13(2):210-8. doi: 10.1016/j.jocd.2010.01.003.","J Clin Densitom.  2010","PubMed","citation","PMID:20347371 | PMCID:PMC2908922","pubmed","20347371","create date:2010/03/30 | first author:Gagnon DR",
"Minimal model for synchronization induced by hydrodynamic interactions.","/pubmed/20365202","Qian B, Jiang H, Gagnon DA, Breuer KS, Powers TR.","Phys Rev E Stat Nonlin Soft Matter Phys. 2009 Dec;80(6 Pt 1):061919.","Phys Rev E Stat Nonlin Soft Matter Phys.  2009","PubMed","citation","PMID:20365202","pubmed","20365202","create date:2010/04/07 | first author:Qian B",
"Foot pain: is current or past shoewear a factor?","/pubmed/19790125","Dufour AB, Broe KE, Nguyen US, Gagnon DR, Hillstrom HJ, Walker AH, Kivell E, Hannan MT.","Arthritis Rheum. 2009 Oct 15;61(10):1352-8. doi: 10.1002/art.24733.","Arthritis Rheum.  2009","PubMed","citation","PMID:19790125 | PMCID:PMC2761974","pubmed","19790125","create date:2009/10/01 | first author:Dufour AB",
"Stereoselective synthesis of (+)-aspidofractinine.","/pubmed/19603751","Gagnon D, Spino C.","J Org Chem. 2009 Aug 21;74(16):6035-41. doi: 10.1021/jo9009497.","J Org Chem.  2009","PubMed","citation","PMID:19603751","pubmed","19603751","create date:2009/07/17 | first author:Gagnon D",
"A SAS macro for a clustered permutation test.","/pubmed/19321221","Stedman MR, Gagnon DR, Lew RA, Solomon DH, Losina E, Alan Brookhart M.","Comput Methods Programs Biomed. 2009 Jul;95(1):89-94. doi: 10.1016/j.cmpb.2009.02.005.","Comput Methods Programs Biomed.  2009","PubMed","citation","PMID:19321221 | PMCID:PMC2674116","pubmed","19321221","create date:2009/03/27 | first author:Stedman MR",
"Dual energy x-ray absorptiometry of the distal femur may be more reliable than the proximal tibia in spinal cord injury.","/pubmed/19406303","Morse LR, Lazzari AA, Battaglino R, Stolzmann KL, Matthess KR, Gagnon DR, Davis SA, Garshick E.","Arch Phys Med Rehabil. 2009 May;90(5):827-31. doi: 10.1016/j.apmr.2008.12.004.","Arch Phys Med Rehabil.  2009","PubMed","citation","PMID:19406303 | PMCID:PMC2677191","pubmed","19406303","create date:2009/05/02 | first author:Morse LR",
