Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"PLD3 variants in population studies.","/pubmed/25832410","van der Lee SJ, Holstege H, Wong TH, Jakobsdottir J, Bis JC, Chouraki V, van Rooij JG, Grove ML, Smith AV, Amin N, Choi SH, Beiser AS, Garcia ME, van IJcken WF, Pijnenburg YA, Louwersheimer E, Brouwer RW, van den Hout MC, Oole E, Eirkisdottir G, Levy D, Rotter JI, et al.","Nature. 2015 Apr 2;520(7545):E2-3. doi: 10.1038/nature14038. No abstract available. ","Nature.  2015","PubMed","citation","PMID:25832410 | PMCID:PMC4544703","pubmed","25832410","create date:2015/04/04 | first author:van der Lee SJ",
"NeuroX, a fast and efficient genotyping platform for investigation of neurodegenerative diseases.","/pubmed/25444595","Nalls MA, Bras J, Hernandez DG, Keller MF, Majounie E, Renton AE, Saad M, Jansen I, Guerreiro R, Lubbe S, Plagnol V, Gibbs JR, Schulte C, Pankratz N, Sutherland M, Bertram L, Lill CM, DeStefano AL, Faroud T, Eriksson N, Tung JY, Edsall C, et al.","Neurobiol Aging. 2015 Mar;36(3):1605.e7-12. doi: 10.1016/j.neurobiolaging.2014.07.028.","Neurobiol Aging.  2015","PubMed","citation","PMID:25444595 | PMCID:PMC4317375","pubmed","25444595","create date:2014/12/03 | first author:Nalls MA",
"Mutation of FOXC1 and PITX2 induces cerebral small-vessel disease.","/pubmed/25250569","French CR, Seshadri S, Destefano AL, Fornage M, Arnold CR, Gage PJ, Skarie JM, Dobyns WB, Millen KJ, Liu T, Dietz W, Kume T, Hofker M, Emery DJ, Childs SJ, Waskiewicz AJ, Lehmann OJ.","J Clin Invest. 2014 Nov;124(11):4877-81. doi: 10.1172/JCI75109.","J Clin Invest.  2014","PubMed","citation","PMID:25250569 | PMCID:PMC4347243","pubmed","25250569","create date:2014/09/25 | first author:French CR",
"Large-scale meta-analysis of genome-wide association data identifies six new risk loci for Parkinson's disease.","/pubmed/25064009","Nalls MA, Pankratz N, Lill CM, Do CB, Hernandez DG, Saad M, DeStefano AL, Kara E, Bras J, Sharma M, Schulte C, Keller MF, Arepalli S, Letson C, Edsall C, Stefansson H, Liu X, Pliner H, Lee JH, Cheng R; International Parkinson's Disease Genomics Consortium (IPDGC).; Parkinson's Study Group (PSG) Parkinson's Research: The Organized GENetics Initiative (PROGENI).; et al.","Nat Genet. 2014 Sep;46(9):989-93. doi: 10.1038/ng.3043.","Nat Genet.  2014","PubMed","citation","PMID:25064009 | PMCID:PMC4146673","pubmed","25064009","create date:2014/07/30 | first author:Nalls MA",
"Associations of NINJ2 sequence variants with incident ischemic stroke in the Cohorts for Heart and Aging in Genomic Epidemiology (CHARGE) consortium.","/pubmed/24959832","Bis JC, DeStefano A, Liu X, Brody JA, Choi SH, Verhaaren BF, Debette S, Ikram MA, Shahar E, Butler KR Jr, Gottesman RF, Muzny D, Kovar CL, Psaty BM, Hofman A, Lumley T, Gupta M, Wolf PA, van Duijn C, Gibbs RA, Mosley TH, Longstreth WT Jr, et al.","PLoS One. 2014 Jun 24;9(6):e99798. doi: 10.1371/journal.pone.0099798.","PLoS One.  2014","PubMed","citation","PMID:24959832 | PMCID:PMC4069013","pubmed","24959832","create date:2014/06/25 | first author:Bis JC",
"Gene-wide analysis detects two new susceptibility genes for Alzheimer's disease.","/pubmed/24922517","Escott-Price V, Bellenguez C, Wang LS, Choi SH, Harold D, Jones L, Holmans P, Gerrish A, Vedernikov A, Richards A, DeStefano AL, Lambert JC, Ibrahim-Verbaas CA, Naj AC, Sims R, Jun G, Bis JC, Beecham GW, Grenier-Boley B, Russo G, Thornton-Wells TA, Denning N, et al.","PLoS One. 2014 Jun 12;9(6):e94661. doi: 10.1371/journal.pone.0094661.","PLoS One.  2014","PubMed","citation","PMID:24922517 | PMCID:PMC4055488","pubmed","24922517","create date:2014/06/13 | first author:Escott-Price V",
"Strategies to design and analyze targeted sequencing data: cohorts for Heart and Aging Research in Genomic Epidemiology (CHARGE) Consortium Targeted Sequencing Study.","/pubmed/24951659","Lin H, Wang M, Brody JA, Bis JC, Dupuis J, Lumley T, McKnight B, Rice KM, Sitlani CM, Reid JG, Bressler J, Liu X, Davis BC, Johnson AD, O'Donnell CJ, Kovar CL, Dinh H, Wu Y, Newsham I, Chen H, Broka A, DeStefano AL, et al.","Circ Cardiovasc Genet. 2014 Jun;7(3):335-43. doi: 10.1161/CIRCGENETICS.113.000350.","Circ Cardiovasc Genet.  2014","PubMed","citation","PMID:24951659 | PMCID:PMC4176824","pubmed","24951659","create date:2014/06/22 | first author:Lin H",
"Genome-wide association study for circulating tissue plasminogen activator levels and functional follow-up implicates endothelial STXBP5 and STX2.","/pubmed/24578379","Huang J, Huffman JE, Yamakuchi M, Trompet S, Asselbergs FW, Sabater-Lleal M, Trégouët DA, Chen WM, Smith NL, Kleber ME, Shin SY, Becker DM, Tang W, Dehghan A, Johnson AD, Truong V, Folkersen L, Yang Q, Oudot-Mellkah T, Buckley BM, Moore JH, Williams FM, et al.","Arterioscler Thromb Vasc Biol. 2014 May;34(5):1093-101. doi: 10.1161/ATVBAHA.113.302088. Erratum in: Arterioscler Thromb Vasc Biol. 2014 Aug;34(8):E19. Yamkauchi, Munekazu [corrected to Yamakuchi, Munekazu]. ","Arterioscler Thromb Vasc Biol.  2014","PubMed","citation","PMID:24578379 | PMCID:PMC4009733","pubmed","24578379","create date:2014/03/01 | first author:Huang J",
"Predicting stroke through genetic risk functions: the CHARGE Risk Score Project.","/pubmed/24436238","Ibrahim-Verbaas CA, Fornage M, Bis JC, Choi SH, Psaty BM, Meigs JB, Rao M, Nalls M, Fontes JD, O'Donnell CJ, Kathiresan S, Ehret GB, Fox CS, Malik R, Dichgans M, Schmidt H, Lahti J, Heckbert SR, Lumley T, Rice K, Rotter JI, Taylor KD, et al.","Stroke. 2014 Feb;45(2):403-12. doi: 10.1161/STROKEAHA.113.003044.","Stroke.  2014","PubMed","citation","PMID:24436238 | PMCID:PMC3955258","pubmed","24436238","create date:2014/01/18 | first author:Ibrahim-Verbaas CA",
"Serum brain-derived neurotrophic factor and the risk for dementia: the Framingham Heart Study.","/pubmed/24276217","Weinstein G, Beiser AS, Choi SH, Preis SR, Chen TC, Vorgas D, Au R, Pikula A, Wolf PA, DeStefano AL, Vasan RS, Seshadri S.","JAMA Neurol. 2014 Jan;71(1):55-61. doi: 10.1001/jamaneurol.2013.4781.","JAMA Neurol.  2014","PubMed","citation","PMID:24276217 | PMCID:PMC4056186","pubmed","24276217","create date:2013/11/28 | first author:Weinstein G",
"APOE genotype and MRI markers of cerebrovascular disease: systematic review and meta-analysis.","/pubmed/23858411","Schilling S, DeStefano AL, Sachdev PS, Choi SH, Mather KA, DeCarli CD, Wen W, Høgh P, Raz N, Au R, Beiser A, Wolf PA, Romero JR, Zhu YC, Lunetta KL, Farrer L, Dufouil C, Kuller LH, Mazoyer B, Seshadri S, Tzourio C, Debette S.","Neurology. 2013 Jul 16;81(3):292-300. doi: 10.1212/WNL.0b013e31829bfda4. Review.","Neurology.  2013","PubMed","citation","PMID:23858411 | PMCID:PMC3770168","pubmed","23858411","create date:2013/07/17 | first author:Schilling S",
"Ischemic stroke is associated with the ABO locus: the EuroCLOT study.","/pubmed/23381943","Williams FM, Carter AM, Hysi PG, Surdulescu G, Hodgkiss D, Soranzo N, Traylor M, Bevan S, Dichgans M, Rothwell PM, Sudlow C, Farrall M, Silander K, Kaunisto M, Wagner P, Saarela O, Kuulasmaa K, Virtamo J, Salomaa V, Amouyel P, Arveiler D, Ferrieres J, et al.","Ann Neurol. 2013 Jan;73(1):16-31. doi: 10.1002/ana.23838. Erratum in: Ann Neurol. 2014 Jan;75(1):166-7. ","Ann Neurol.  2013","PubMed","citation","PMID:23381943 | PMCID:PMC3582024","pubmed","23381943","create date:2013/02/06 | first author:Williams FM",
"Genetic risk factors for ischaemic stroke and its subtypes (the METASTROKE collaboration): a meta-analysis of genome-wide association studies.","/pubmed/23041239","Traylor M, Farrall M, Holliday EG, Sudlow C, Hopewell JC, Cheng YC, Fornage M, Ikram MA, Malik R, Bevan S, Thorsteinsdottir U, Nalls MA, Longstreth W, Wiggins KL, Yadav S, Parati EA, Destefano AL, Worrall BB, Kittner SJ, Khan MS, Reiner AP, Helgadottir A, et al.","Lancet Neurol. 2012 Nov;11(11):951-62. doi: 10.1016/S1474-4422(12)70234-X. Erratum in: Lancet Neurol. 2015 Aug;14(8):788. ","Lancet Neurol.  2012","PubMed","citation","PMID:23041239 | PMCID:PMC3490334","pubmed","23041239","create date:2012/10/09 | first author:Traylor M",
"Common variants at 12q14 and 12q24 are associated with hippocampal volume.","/pubmed/22504421","Bis JC, DeCarli C, Smith AV, van der Lijn F, Crivello F, Fornage M, Debette S, Shulman JM, Schmidt H, Srikanth V, Schuur M, Yu L, Choi SH, Sigurdsson S, Verhaaren BF, DeStefano AL, Lambert JC, Jack CR Jr, Struchalin M, Stankovich J, Ibrahim-Verbaas CA, Fleischman D, et al.","Nat Genet. 2012 Apr 15;44(5):545-51. doi: 10.1038/ng.2237.","Nat Genet.  2012","PubMed","citation","PMID:22504421 | PMCID:PMC3427729","pubmed","22504421","create date:2012/04/17 | first author:Bis JC",
"Common variants at 6q22 and 17q21 are associated with intracranial volume.","/pubmed/22504418","Ikram MA, Fornage M, Smith AV, Seshadri S, Schmidt R, Debette S, Vrooman HA, Sigurdsson S, Ropele S, Taal HR, Mook-Kanamori DO, Coker LH, Longstreth WT Jr, Niessen WJ, DeStefano AL, Beiser A, Zijdenbos AP, Struchalin M, Jack CR Jr, Rivadeneira F, Uitterlinden AG, Knopman DS, et al.","Nat Genet. 2012 Apr 15;44(5):539-44. doi: 10.1038/ng.2245. Erratum in: Nat Genet. 2013 Jun;45(6):713. Sørensen, Thorkild I A [removed].  Nat Genet. 2012 Jun;44(6):732. ","Nat Genet.  2012","PubMed","citation","PMID:22504418 | PMCID:PMC3618290","pubmed","22504418","create date:2012/04/17 | first author:Ikram MA",
"Meta-analysis of Parkinson's disease: identification of a novel locus, RIT2.","/pubmed/22451204","Pankratz N, Beecham GW, DeStefano AL, Dawson TM, Doheny KF, Factor SA, Hamza TH, Hung AY, Hyman BT, Ivinson AJ, Krainc D, Latourelle JC, Clark LN, Marder K, Martin ER, Mayeux R, Ross OA, Scherzer CR, Simon DK, Tanner C, Vance JM, Wszolek ZK, et al.","Ann Neurol. 2012 Mar;71(3):370-84. doi: 10.1002/ana.22687.","Ann Neurol.  2012","PubMed","citation","PMID:22451204 | PMCID:PMC3354734","pubmed","22451204","create date:2012/03/28 | first author:Pankratz N",
"Postmortem Interval Influences α-Synuclein Expression in Parkinson Disease Brain.","/pubmed/22530163","Dumitriu A, Moser C, Hadzi TC, Williamson SL, Pacheco CD, Hendricks AE, Latourelle JC, Wilk JB, Destefano AL, Myers RH.","Parkinsons Dis. 2012;2012:614212. doi: 10.1155/2012/614212.","Parkinsons Dis.  2012","PubMed","citation","PMID:22530163 | PMCID:PMC3317023","pubmed","22530163","create date:2012/04/25 | first author:Dumitriu A",
"Comprehensive research synopsis and systematic meta-analyses in Parkinson's disease genetics: The PDGene database.","/pubmed/22438815","Lill CM, Roehr JT, McQueen MB, Kavvoura FK, Bagade S, Schjeide BM, Schjeide LM, Meissner E, Zauft U, Allen NC, Liu T, Schilling M, Anderson KJ, Beecham G, Berg D, Biernacka JM, Brice A, DeStefano AL, Do CB, Eriksson N, Factor SA, Farrer MJ, et al.","PLoS Genet. 2012;8(3):e1002548. doi: 10.1371/journal.pgen.1002548.","PLoS Genet.  2012","PubMed","citation","PMID:22438815 | PMCID:PMC3305333","pubmed","22438815","create date:2012/03/23 | first author:Lill CM",
"Identifying rare variants from exome scans: the GAW17 experience.","/pubmed/22373325","Ghosh S, Bickeböller H, Bailey J, Bailey-Wilson JE, Cantor R, Culverhouse R, Daw W, Destefano AL, Engelman CD, Hinrichs A, Houwing-Duistermaat J, König IR, Kent J Jr, Laird N, Pankratz N, Paterson A, Pugh E, Suarez B, Sun Y, Thomas A, Tintle N, Zhu X, et al.","BMC Proc. 2011 Nov 29;5 Suppl 9:S1. doi: 10.1186/1753-6561-5-S9-S1.","BMC Proc.  2011","PubMed","citation","PMID:22373325 | PMCID:PMC3287821","pubmed","22373325","create date:2012/03/01 | first author:Ghosh S",
"Pathway analysis following association study.","/pubmed/22373100","Ngwa JS, Manning AK, Grimsby JL, Lu C, Zhuang WV, Destefano AL.","BMC Proc. 2011 Nov 29;5 Suppl 9:S18. doi: 10.1186/1753-6561-5-S9-S18.","BMC Proc.  2011","PubMed","citation","PMID:22373100 | PMCID:PMC3287852","pubmed","22373100","create date:2012/03/01 | first author:Ngwa JS",
"Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.","/pubmed/21909110","Wain LV, Verwoert GC, O'Reilly PF, Shi G, Johnson T, Johnson AD, Bochud M, Rice KM, Henneman P, Smith AV, Ehret GB, Amin N, Larson MG, Mooser V, Hadley D, Dörr M, Bis JC, Aspelund T, Esko T, Janssens AC, Zhao JH, Heath S, et al.","Nat Genet. 2011 Sep 11;43(10):1005-11. doi: 10.1038/ng.922.","Nat Genet.  2011","PubMed","citation","PMID:21909110 | PMCID:PMC3445021","pubmed","21909110","create date:2011/09/13 | first author:Wain LV",
"Genomewide linkage study of modifiers of LRRK2-related Parkinson's disease.","/pubmed/21661047","Latourelle JC, Hendricks AE, Pankratz N, Wilk JB, Halter C, Nichols WC, Gusella JF, Destefano AL, Myers RH, Foroud T; PSG-Progeni GenePD Investigators, Coordinators, and Molecular Genetic Laboratories..","Mov Disord. 2011 Sep;26(11):2039-44. doi: 10.1002/mds.23781.","Mov Disord.  2011","PubMed","citation","PMID:21661047 | PMCID:PMC3346677","pubmed","21661047","create date:2011/06/11 | first author:Latourelle JC",
"Identification of cis- and trans-acting genetic variants explaining up to half the variation in circulating vascular endothelial growth factor levels.","/pubmed/21757650","Debette S, Visvikis-Siest S, Chen MH, Ndiaye NC, Song C, Destefano A, Safa R, Azimi Nezhad M, Sawyer D, Marteau JB, Xanthakis V, Siest G, Sullivan L, Pfister M, Smith H, Choi SH, Lamont J, Lind L, Yang Q, Fitzgerald P, Ingelsson E, Vasan RS, et al.","Circ Res. 2011 Aug 19;109(5):554-63. doi: 10.1161/CIRCRESAHA.111.243790.","Circ Res.  2011","PubMed","citation","PMID:21757650 | PMCID:PMC3193930","pubmed","21757650","create date:2011/07/16 | first author:Debette S",
"Genome-wide association studies of cerebral white matter lesion burden: the CHARGE consortium.","/pubmed/21681796","Fornage M, Debette S, Bis JC, Schmidt H, Ikram MA, Dufouil C, Sigurdsson S, Lumley T, DeStefano AL, Fazekas F, Vrooman HA, Shibata DK, Maillard P, Zijdenbos A, Smith AV, Gudnason H, de Boer R, Cushman M, Mazoyer B, Heiss G, Vernooij MW, Enzinger C, et al.","Ann Neurol. 2011 Jun;69(6):928-39. doi: 10.1002/ana.22403.","Ann Neurol.  2011","PubMed","citation","PMID:21681796 | PMCID:PMC3122147","pubmed","21681796","create date:2011/06/18 | first author:Fornage M",
"Common variants at ABCA7, MS4A6A/MS4A4E, EPHA1, CD33 and CD2AP are associated with Alzheimer's disease.","/pubmed/21460840","Hollingworth P, Harold D, Sims R, Gerrish A, Lambert JC, Carrasquillo MM, Abraham R, Hamshere ML, Pahwa JS, Moskvina V, Dowzell K, Jones N, Stretton A, Thomas C, Richards A, Ivanov D, Widdowson C, Chapman J, Lovestone S, Powell J, Proitsi P, Lupton MK, et al.","Nat Genet. 2011 May;43(5):429-35. doi: 10.1038/ng.803.","Nat Genet.  2011","PubMed","citation","PMID:21460840 | PMCID:PMC3084173","pubmed","21460840","create date:2011/04/05 | first author:Hollingworth P",
"Incorporating biological information into association studies of sequencing data.","/pubmed/22128055","Chen GK, Wei P, DeStefano AL.","Genet Epidemiol. 2011;35 Suppl 1:S29-34. doi: 10.1002/gepi.20646. Erratum in: Genet Epidemiol. 2012 Apr;36(3):292. Chen, Gary [corrected to Chen, Gary K]. ","Genet Epidemiol.  2011","PubMed","citation","PMID:22128055 | PMCID:PMC3635488","pubmed","22128055","create date:2011/12/14 | first author:Chen GK",
"Association of HSP70 and its co-chaperones with Alzheimer's disease.","/pubmed/21403392","Broer L, Ikram MA, Schuur M, DeStefano AL, Bis JC, Liu F, Rivadeneira F, Uitterlinden AG, Beiser AS, Longstreth WT, Hofman A, Aulchenko Y, Seshadri S, Fitzpatrick AL, Oostra BA, Breteler MM, van Duijn CM.","J Alzheimers Dis. 2011;25(1):93-102. doi: 10.3233/JAD-2011-101560.","J Alzheimers Dis.  2011","PubMed","citation","PMID:21403392 | PMCID:PMC3483142","pubmed","21403392","create date:2011/03/16 | first author:Broer L",
"Copy number variation in familial Parkinson disease.","/pubmed/21829596","Pankratz N, Dumitriu A, Hetrick KN, Sun M, Latourelle JC, Wilk JB, Halter C, Doheny KF, Gusella JF, Nichols WC, Myers RH, Foroud T, DeStefano AL; PSG-PROGENI and GenePD Investigators, Coordinators and Molecular Genetic Laboratories..","PLoS One. 2011;6(8):e20988. doi: 10.1371/journal.pone.0020988.","PLoS One.  2011","PubMed","citation","PMID:21829596 | PMCID:PMC3149037","pubmed","21829596","create date:2011/08/11 | first author:Pankratz N",
"Estrogen-related and other disease diagnoses preceding Parkinson's disease.","/pubmed/20865113","Latourelle JC, Dybdahl M, Destefano AL, Myers RH, Lash TL.","Clin Epidemiol. 2010 Aug 9;2:153-70.","Clin Epidemiol.  2010","PubMed","citation","PMID:20865113 | PMCID:PMC2943181","pubmed","20865113","create date:2010/09/25 | first author:Latourelle JC",
"Genome-wide analysis of genetic loci associated with Alzheimer disease.","/pubmed/20460622","Seshadri S, Fitzpatrick AL, Ikram MA, DeStefano AL, Gudnason V, Boada M, Bis JC, Smith AV, Carassquillo MM, Lambert JC, Harold D, Schrijvers EM, Ramirez-Lorca R, Debette S, Longstreth WT Jr, Janssens AC, Pankratz VS, Dartigues JF, Hollingworth P, Aspelund T, Hernandez I, Beiser A, et al.","JAMA. 2010 May 12;303(18):1832-40. doi: 10.1001/jama.2010.574.","JAMA.  2010","PubMed","citation","PMID:20460622 | PMCID:PMC2989531","pubmed","20460622","create date:2010/05/13 | first author:Seshadri S",
"Risk of Parkinson's disease after tamoxifen treatment.","/pubmed/20385012","Latourelle JC, Dybdahl M, Destefano AL, Myers RH, Lash TL.","BMC Neurol. 2010 Apr 12;10:23. doi: 10.1186/1471-2377-10-23.","BMC Neurol.  2010","PubMed","citation","PMID:20385012 | PMCID:PMC2862029","pubmed","20385012","create date:2010/04/14 | first author:Latourelle JC",
"Parental occurrence of stroke and risk of stroke in their children: the Framingham study.","/pubmed/20212282","Seshadri S, Beiser A, Pikula A, Himali JJ, Kelly-Hayes M, Debette S, DeStefano AL, Romero JR, Kase CS, Wolf PA.","Circulation. 2010 Mar 23;121(11):1304-12. doi: 10.1161/CIRCULATIONAHA.109.854240.","Circulation.  2010","PubMed","citation","PMID:20212282 | PMCID:PMC2860311","pubmed","20212282","create date:2010/03/10 | first author:Seshadri S",
"Genome-wide association studies of MRI-defined brain infarcts: meta-analysis from the CHARGE Consortium.","/pubmed/20044523","Debette S, Bis JC, Fornage M, Schmidt H, Ikram MA, Sigurdsson S, Heiss G, Struchalin M, Smith AV, van der Lugt A, DeCarli C, Lumley T, Knopman DS, Enzinger C, Eiriksdottir G, Koudstaal PJ, DeStefano AL, Psaty BM, Dufouil C, Catellier DJ, Fazekas F, Aspelund T, et al.","Stroke. 2010 Feb;41(2):210-7. doi: 10.1161/STROKEAHA.109.569194.","Stroke.  2010","PubMed","citation","PMID:20044523 | PMCID:PMC2923092","pubmed","20044523","create date:2010/01/02 | first author:Debette S",
"Genomewide association study for onset age in Parkinson disease.","/pubmed/19772629","Latourelle JC, Pankratz N, Dumitriu A, Wilk JB, Goldwurm S, Pezzoli G, Mariani CB, DeStefano AL, Halter C, Gusella JF, Nichols WC, Myers RH, Foroud T; PROGENI Investigators, Coordinators and Molecular Genetic Laboratories.; GenePD Investigators, Coordinators and Molecular Genetic Laboratories..","BMC Med Genet. 2009 Sep 22;10:98. doi: 10.1186/1471-2350-10-98.","BMC Med Genet.  2009","PubMed","citation","PMID:19772629 | PMCID:PMC2758866","pubmed","19772629","create date:2009/09/24 | first author:Latourelle JC",
"Genomewide association studies of stroke.","/pubmed/19369658","Ikram MA, Seshadri S, Bis JC, Fornage M, DeStefano AL, Aulchenko YS, Debette S, Lumley T, Folsom AR, van den Herik EG, Bos MJ, Beiser A, Cushman M, Launer LJ, Shahar E, Struchalin M, Du Y, Glazer NL, Rosamond WD, Rivadeneira F, Kelly-Hayes M, Lopez OL, et al.","N Engl J Med. 2009 Apr 23;360(17):1718-28. doi: 10.1056/NEJMoa0900094.","N Engl J Med.  2009","PubMed","citation","PMID:19369658 | PMCID:PMC2768348","pubmed","19369658","create date:2009/04/17 | first author:Ikram MA",
"Bivariate heritability of total and regional brain volumes: the Framingham Study.","/pubmed/19812462","DeStefano AL, Seshadri S, Beiser A, Atwood LD, Massaro JM, Au R, Wolf PA, DeCarli C.","Alzheimer Dis Assoc Disord. 2009 Jul-Sep;23(3):218-23. doi: 10.1097/WAD.0b013e31819cadd8.","Alzheimer Dis Assoc Disord.  2009","PubMed","citation","PMID:19812462 | PMCID:PMC2760008","pubmed","19812462","create date:2009/10/09 | first author:DeStefano AL",
