Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Gender-specific differences in Adamantiades-Behçet's disease manifestations: an analysis of the German registry and meta-analysis of data from the literature.","/pubmed/25118314","Bonitsis NG, Luong Nguyen LB, LaValley MP, Papoutsis N, Altenburg A, Kötter I, Micheli C, Maldini C, Mahr A, Zouboulis CC.","Rheumatology (Oxford). 2015 Jan;54(1):121-33. doi: 10.1093/rheumatology/keu247. Review.","Rheumatology (Oxford).  2015","PubMed","citation","PMID:25118314","pubmed","25118314","create date:2014/08/15 | first author:Bonitsis NG",
"Antiangiogenic actions of vascular endothelial growth factor-A165b, an inhibitory isoform of vascular endothelial growth factor-A, in human obesity.","/pubmed/25116954","Ngo DT, Farb MG, Kikuchi R, Karki S, Tiwari S, Bigornia SJ, Bates DO, LaValley MP, Hamburg NM, Vita JA, Hess DT, Walsh K, Gokce N.","Circulation. 2014 Sep 23;130(13):1072-80. doi: 10.1161/CIRCULATIONAHA.113.008171.","Circulation.  2014","PubMed","citation","PMID:25116954 | PMCID:PMC4175289","pubmed","25116954","create date:2014/08/15 | first author:Ngo DT",
"Daily walking and the risk of incident functional limitation in knee osteoarthritis: an observational study.","/pubmed/24923633","White DK, Tudor-Locke C, Zhang Y, Fielding R, LaValley M, Felson DT, Gross KD, Nevitt MC, Lewis CE, Torner J, Neogi T.","Arthritis Care Res (Hoboken). 2014 Sep;66(9):1328-36. doi: 10.1002/acr.22362.","Arthritis Care Res (Hoboken).  2014","PubMed","citation","PMID:24923633 | PMCID:PMC4146701","pubmed","24923633","create date:2014/06/14 | first author:White DK",
"Can change in prolonged walking be inferred from a short test of gait speed among older adults who are initially well-functioning?","/pubmed/24786943","White DK, Neogi T, King WC, LaValley MP, Kritchevsky SB, Nevitt MC, Harris TB, Ferrucci L, Simonsick EM, Satterfield S, Strotmeyer ES, Zhang Y; Health ABC study..","Phys Ther. 2014 Sep;94(9):1285-93. doi: 10.2522/ptj.20130628.","Phys Ther.  2014","PubMed","citation","PMID:24786943 | PMCID:PMC4155038","pubmed","24786943","create date:2014/05/03 | first author:White DK",
"Dairy intakes at age 10 years do not adversely affect risk of excess adiposity at 13 years.","/pubmed/24744312","Bigornia SJ, LaValley MP, Moore LL, Northstone K, Emmett P, Ness AR, Newby PK.","J Nutr. 2014 Jul;144(7):1081-90. doi: 10.3945/jn.113.183640.","J Nutr.  2014","PubMed","citation","PMID:24744312 | PMCID:PMC4056647","pubmed","24744312","create date:2014/04/20 | first author:Bigornia SJ",
"The influence of pericardial fat upon left ventricular function in obese females: evidence of a site-specific effect.","/pubmed/24884541","Hua N, Chen Z, Phinikaridou A, Pham T, Qiao Y, LaValley MP, Bigornia SJ, Ruth MR, Apovian CM, Ruberg FL, Hamilton JA.","J Cardiovasc Magn Reson. 2014 May 23;16:37. doi: 10.1186/1532-429X-16-37.","J Cardiovasc Magn Reson.  2014","PubMed","citation","PMID:24884541 | PMCID:PMC4046092","pubmed","24884541","create date:2014/06/03 | first author:Hua N",
"The ACR20 and defining a threshold for response in rheumatic diseases: too much of a good thing.","/pubmed/24387346","Felson DT, LaValley MP.","Arthritis Res Ther. 2014 Jan 3;16(1):101. doi: 10.1186/ar4428.","Arthritis Res Ther.  2014","PubMed","citation","PMID:24387346 | PMCID:PMC3978644","pubmed","24387346","create date:2014/01/07 | first author:Felson DT",
"Insulin status and vascular responses to weight loss in obesity.","/pubmed/23978693","Bigornia SJ, Farb MG, Tiwari S, Karki S, Hamburg NM, Vita JA, Hess DT, Lavalley MP, Apovian CM, Gokce N.","J Am Coll Cardiol. 2013 Dec 17;62(24):2297-305. doi: 10.1016/j.jacc.2013.07.078.","J Am Coll Cardiol.  2013","PubMed","citation","PMID:23978693 | PMCID:PMC3873767","pubmed","23978693","create date:2013/08/28 | first author:Bigornia SJ",
"Relationships between direct and indirect measures of central and total adiposity in children: what are we measuring?","/pubmed/23512441","Bigornia SJ, LaValley MP, Benfield LL, Ness AR, Newby PK.","Obesity (Silver Spring). 2013 Oct;21(10):2055-62. doi: 10.1002/oby.20400.","Obesity (Silver Spring).  2013","PubMed","citation","PMID:23512441","pubmed","23512441","create date:2013/03/21 | first author:Bigornia SJ",
"Evidence of a paradoxical relationship between endotoxin and lung cancer after accounting for left truncation in a study of Chinese female textile workers.","/pubmed/23759537","Applebaum KM, Ray RM, Astrakianakis G, Gao DL, Thomas DB, Christiani DC, LaValley MP, Li W, Checkoway H, Eisen EA.","Occup Environ Med. 2013 Oct;70(10):709-15. doi: 10.1136/oemed-2012-101240.","Occup Environ Med.  2013","PubMed","citation","PMID:23759537 | PMCID:PMC4801474","pubmed","23759537","create date:2013/06/14 | first author:Applebaum KM",
"Lateral wedge insoles as a conservative treatment for pain in patients with medial knee osteoarthritis: a meta-analysis.","/pubmed/23989797","Parkes MJ, Maricar N, Lunt M, LaValley MP, Jones RK, Segal NA, Takahashi-Narita K, Felson DT.","JAMA. 2013 Aug 21;310(7):722-30. doi: 10.1001/jama.2013.243229.","JAMA.  2013","PubMed","citation","PMID:23989797 | PMCID:PMC4458141","pubmed","23989797","create date:2013/08/31 | first author:Parkes MJ",
"Age at natural menopause in relation to all-cause and cause-specific mortality in a follow-up study of US black women.","/pubmed/23642541","Li S, Rosenberg L, Wise LA, Boggs DA, LaValley M, Palmer JR.","Maturitas. 2013 Jul;75(3):246-52. doi: 10.1016/j.maturitas.2013.04.003.","Maturitas.  2013","PubMed","citation","PMID:23642541 | PMCID:PMC3676708","pubmed","23642541","create date:2013/05/07 | first author:Li S",
"Vitamin D supplementation in patients with osteoarthritis--reply.","/pubmed/23592097","McAlindon T, LaValley M, Dawson-Hughes B.","JAMA. 2013 Apr 17;309(15):1583-4. doi: 10.1001/jama.2013.3778. No abstract available. ","JAMA.  2013","PubMed","citation","PMID:23592097","pubmed","23592097","create date:2013/04/18 | first author:McAlindon T",
"Improvement in wrist pain with ultrasound-guided glucocorticoid injections: a meta-analysis of individual patient data.","/pubmed/23312549","Dubreuil M, Greger S, LaValley M, Cunnington J, Sibbitt WL Jr, Kissin EY.","Semin Arthritis Rheum. 2013 Apr;42(5):492-7. doi: 10.1016/j.semarthrit.2012.09.006. Review.","Semin Arthritis Rheum.  2013","PubMed","citation","PMID:23312549 | PMCID:PMC4146403","pubmed","23312549","create date:2013/01/15 | first author:Dubreuil M",
"Randomized clinical trials to identify optimal antibiotic treatment duration.","/pubmed/23536969","Horsburgh CR, Shea KM, Phillips P, Lavalley M.","Trials. 2013 Mar 28;14:88. doi: 10.1186/1745-6215-14-88.","Trials.  2013","PubMed","citation","PMID:23536969 | PMCID:PMC3622584","pubmed","23536969","create date:2013/03/30 | first author:Horsburgh CR",
"Impact of misspecifying the distribution of a prognostic factor on power and sample size for testing treatment interactions in clinical trials.","/pubmed/23414513","Reichmann WM, LaValley MP, Gagnon DR, Losina E.","BMC Med Res Methodol. 2013 Feb 15;13:21. doi: 10.1186/1471-2288-13-21.","BMC Med Res Methodol.  2013","PubMed","citation","PMID:23414513 | PMCID:PMC3605155","pubmed","23414513","create date:2013/02/19 | first author:Reichmann WM",
"Effect of vitamin D supplementation on progression of knee pain and cartilage volume loss in patients with symptomatic osteoarthritis: a randomized controlled trial.","/pubmed/23299607","McAlindon T, LaValley M, Schneider E, Nuite M, Lee JY, Price LL, Lo G, Dawson-Hughes B.","JAMA. 2013 Jan 9;309(2):155-62. doi: 10.1001/jama.2012.164487.","JAMA.  2013","PubMed","citation","PMID:23299607 | PMCID:PMC3984919","pubmed","23299607","create date:2013/01/10 | first author:McAlindon T",
"Protective role for TLR4 signaling in atherosclerosis progression as revealed by infection with a common oral pathogen.","/pubmed/22956579","Hayashi C, Papadopoulos G, Gudino CV, Weinberg EO, Barth KR, Madrigal AG, Chen Y, Ning H, LaValley M, Gibson FC 3rd, Hamilton JA, Genco CA.","J Immunol. 2012 Oct 1;189(7):3681-8.","J Immunol.  2012","PubMed","citation","PMID:22956579 | PMCID:PMC3448820","pubmed","22956579","create date:2012/09/08 | first author:Hayashi C",
"When it hurts, a positive attitude may help: association of positive affect with daily walking in knee osteoarthritis. Results from a multicenter longitudinal cohort study.","/pubmed/22504854","White DK, Keysor JJ, Neogi T, Felson DT, LaValley M, Gross KD, Niu J, Nevitt M, Lewis CE, Torner J, Fredman L.","Arthritis Care Res (Hoboken). 2012 Sep;64(9):1312-9. doi: 10.1002/acr.21694.","Arthritis Care Res (Hoboken).  2012","PubMed","citation","PMID:22504854 | PMCID:PMC3410957","pubmed","22504854","create date:2012/04/17 | first author:White DK",
"Relationships of HLA-B51 or B5 genotype with Behcet's disease clinical characteristics: systematic review and meta-analyses of observational studies.","/pubmed/22240504","Maldini C, Lavalley MP, Cheminant M, de Menthon M, Mahr A.","Rheumatology (Oxford). 2012 May;51(5):887-900. doi: 10.1093/rheumatology/ker428. Review.","Rheumatology (Oxford).  2012","PubMed","citation","PMID:22240504","pubmed","22240504","create date:2012/01/14 | first author:Maldini C",
"Assessment of health-related quality of life as an outcome measure in granulomatosis with polyangiitis (Wegener's).","/pubmed/21954229","Tomasson G, Boers M, Walsh M, LaValley M, Cuthbertson D, Carette S, Davis JC, Hoffman GS, Khalidi NA, Langford CA, McAlear CA, McCune WJ, Monach PA, Seo P, Specks U, Spiera R, St Clair EW, Stone JH, Ytterberg SR, Merkel PA.","Arthritis Care Res (Hoboken). 2012 Feb;64(2):273-9. doi: 10.1002/acr.20649.","Arthritis Care Res (Hoboken).  2012","PubMed","citation","PMID:21954229 | PMCID:PMC3250569","pubmed","21954229","create date:2011/09/29 | first author:Tomasson G",
"Does the alcohol make them do it? Dating violence perpetration and drinking among youth.","/pubmed/22128086","Rothman EF, McNaughton Reyes L, Johnson RM, LaValley M.","Epidemiol Rev. 2012;34:103-19. doi: 10.1093/epirev/mxr027. Review.","Epidemiol Rev.  2012","PubMed","citation","PMID:22128086 | PMCID:PMC3276314","pubmed","22128086","create date:2011/12/01 | first author:Rothman EF",
"The association of obesity with walking independent of knee pain: the multicenter osteoarthritis study.","/pubmed/22645666","White DK, Neogi T, Zhang Y, Felson D, Lavalley M, Niu J, Nevitt M, Lewis CE, Torner J, Douglas Gross K.","J Obes. 2012;2012:261974. doi: 10.1155/2012/261974.","J Obes.  2012","PubMed","citation","PMID:22645666 | PMCID:PMC3356701","pubmed","22645666","create date:2012/05/31 | first author:White DK",
"One-sample and two-sample analysis of heterogeneous person-time data in clinical trials.","/pubmed/22344978","Xu J, LaValley M.","Pharm Stat. 2012 May-Jun;11(3):194-203. doi: 10.1002/pst.526.","Pharm Stat.  2012","PubMed","citation","PMID:22344978","pubmed","22344978","create date:2012/02/22 | first author:Xu J",
"Value of ANCA measurements during remission to predict a relapse of ANCA-associated vasculitis--a meta-analysis.","/pubmed/22039267","Tomasson G, Grayson PC, Mahr AD, Lavalley M, Merkel PA.","Rheumatology (Oxford). 2012 Jan;51(1):100-9. doi: 10.1093/rheumatology/ker280.","Rheumatology (Oxford).  2012","PubMed","citation","PMID:22039267 | PMCID:PMC3276294","pubmed","22039267","create date:2011/11/01 | first author:Tomasson G",
"Relationship between markers of platelet activation and inflammation with disease activity in Wegener's granulomatosis.","/pubmed/21411717","Tomasson G, Lavalley M, Tanriverdi K, Finkielman JD, Davis JC Jr, Hoffman GS, McCune WJ, St Clair EW, Specks U, Spiera R, Stone JH, Freedman JE, Merkel PA; Wegener's Granulomatosis Etanercept Trial (WGET) Research Group..","J Rheumatol. 2011 Jun;38(6):1048-54. doi: 10.3899/jrheum.100735.","J Rheumatol.  2011","PubMed","citation","PMID:21411717 | PMCID:PMC3653633","pubmed","21411717","create date:2011/03/18 | first author:Tomasson G",
"Do unblinded assessors bias muscle strength outcomes in randomized controlled trials of progressive resistance strength training in older adults?","/pubmed/21173683","Liu CJ, LaValley M, Latham NK.","Am J Phys Med Rehabil. 2011 Mar;90(3):190-6. doi: 10.1097/PHM.0b013e31820174b3. Review.","Am J Phys Med Rehabil.  2011","PubMed","citation","PMID:21173683","pubmed","21173683","create date:2010/12/22 | first author:Liu CJ",
"Hyperuricemia and incident hypertension: a systematic review and meta-analysis.","/pubmed/20824805","Grayson PC, Kim SY, LaValley M, Choi HK.","Arthritis Care Res (Hoboken). 2011 Jan;63(1):102-10. doi: 10.1002/acr.20344. Review.","Arthritis Care Res (Hoboken).  2011","PubMed","citation","PMID:20824805 | PMCID:PMC3016454","pubmed","20824805","create date:2010/09/09 | first author:Grayson PC",
"Meta-analysis of gene-environment interaction: joint estimation of SNP and SNP × environment regression coefficients.","/pubmed/21181894","Manning AK, LaValley M, Liu CT, Rice K, An P, Liu Y, Miljkovic I, Rasmussen-Torvik L, Harris TB, Province MA, Borecki IB, Florez JC, Meigs JB, Cupples LA, Dupuis J.","Genet Epidemiol. 2011 Jan;35(1):11-8. doi: 10.1002/gepi.20546.","Genet Epidemiol.  2011","PubMed","citation","PMID:21181894 | PMCID:PMC3312394","pubmed","21181894","create date:2010/12/25 | first author:Manning AK",
"Meta-analysis and review on the effect of bevacizumab in diabetic macular edema.","/pubmed/20665044","Goyal S, Lavalley M, Subramanian ML.","Graefes Arch Clin Exp Ophthalmol. 2011 Jan;249(1):15-27. doi: 10.1007/s00417-010-1452-4. Review.","Graefes Arch Clin Exp Ophthalmol.  2011","PubMed","citation","PMID:20665044","pubmed","20665044","create date:2010/07/29 | first author:Goyal S",
"The effects of injected testosterone dose and age on the conversion of testosterone to estradiol and dihydrotestosterone in young and older men.","/pubmed/20534765","Lakshman KM, Kaplan B, Travison TG, Basaria S, Knapp PE, Singh AB, LaValley MP, Mazer NA, Bhasin S.","J Clin Endocrinol Metab. 2010 Aug;95(8):3955-64. doi: 10.1210/jc.2010-0102.","J Clin Endocrinol Metab.  2010","PubMed","citation","PMID:20534765 | PMCID:PMC2913038","pubmed","20534765","create date:2010/06/11 | first author:Lakshman KM",
"Prognostic outcomes of tall cell variant papillary thyroid cancer: a meta-analysis.","/pubmed/21048837","Jalisi S, Ainsworth T, Lavalley M.","J Thyroid Res. 2010 Jul 26;2010:325602. doi: 10.4061/2010/325602.","J Thyroid Res.  2010","PubMed","citation","PMID:21048837 | PMCID:PMC2957694","pubmed","21048837","create date:2010/11/05 | first author:Jalisi S",
"Clinically important improvement in function is common in people with or at high risk of knee OA: the MOST study.","/pubmed/20395640","White DK, Keysor JJ, Lavalley MP, Lewis CE, Torner JC, Nevitt MC, Felson DT.","J Rheumatol. 2010 Jun;37(6):1244-51. doi: 10.3899/jrheum.090989.","J Rheumatol.  2010","PubMed","citation","PMID:20395640 | PMCID:PMC2913686","pubmed","20395640","create date:2010/04/17 | first author:White DK",
"The relationship of ectopic lipid accumulation to cardiac and vascular function in obesity and metabolic syndrome.","/pubmed/19875992","Ruberg FL, Chen Z, Hua N, Bigornia S, Guo Z, Hallock K, Jara H, LaValley M, Phinikaridou A, Qiao Y, Viereck J, Apovian CM, Hamilton JA.","Obesity (Silver Spring). 2010 Jun;18(6):1116-21. doi: 10.1038/oby.2009.363.","Obesity (Silver Spring).  2010","PubMed","citation","PMID:19875992 | PMCID:PMC3264050","pubmed","19875992","create date:2009/10/31 | first author:Ruberg FL",
"Community environmental factors are associated with disability in older adults with functional limitations: the MOST study.","/pubmed/19995830","Keysor JJ, Jette AM, LaValley MP, Lewis CE, Torner JC, Nevitt MC, Felson DT; Multicenter Osteoarthritis (MOST) group..","J Gerontol A Biol Sci Med Sci. 2010 Apr;65(4):393-9. doi: 10.1093/gerona/glp182.","J Gerontol A Biol Sci Med Sci.  2010","PubMed","citation","PMID:19995830 | PMCID:PMC2905834","pubmed","19995830","create date:2009/12/10 | first author:Keysor JJ",
"Are features of the neighborhood environment associated with disability in older adults?","/pubmed/20205576","White DK, Jette AM, Felson DT, Lavalley MP, Lewis CE, Torner JC, Nevitt MC, Keysor JJ.","Disabil Rehabil. 2010;32(8):639-45. doi: 10.3109/09638280903254547.","Disabil Rehabil.  2010","PubMed","citation","PMID:20205576 | PMCID:PMC2908013","pubmed","20205576","create date:2010/03/09 | first author:White DK",
"HLA-B51/B5 and the risk of Behçet's disease: a systematic review and meta-analysis of case-control genetic association studies.","/pubmed/19790126","de Menthon M, Lavalley MP, Maldini C, Guillevin L, Mahr A.","Arthritis Rheum. 2009 Oct 15;61(10):1287-96. doi: 10.1002/art.24642. Review.","Arthritis Rheum.  2009","PubMed","citation","PMID:19790126 | PMCID:PMC3867978","pubmed","19790126","create date:2009/10/01 | first author:de Menthon M",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Current risk factors for work disability associated with rheumatoid arthritis: recent data from a US national cohort.","/pubmed/19248135","Allaire S, Wolfe F, Niu J, LaValley MP, Zhang B, Reisine S.","Arthritis Rheum. 2009 Mar 15;61(3):321-8. doi: 10.1002/art.24281.","Arthritis Rheum.  2009","PubMed","citation","PMID:19248135 | PMCID:PMC2758245","pubmed","19248135","create date:2009/02/28 | first author:Allaire S",
"Effect of therapeutic exercise for hip osteoarthritis pain: results of a meta-analysis.","/pubmed/18759315","Hernández-Molina G, Reichenbach S, Zhang B, Lavalley M, Felson DT.","Arthritis Rheum. 2008 Sep 15;59(9):1221-8. doi: 10.1002/art.24010.","Arthritis Rheum.  2008","PubMed","citation","PMID:18759315 | PMCID:PMC2758534","pubmed","18759315","create date:2008/09/02 | first author:Hernández-Molina G",
"Evaluation of the effect of anti-tumor necrosis factor agent use on rheumatoid arthritis work disability: the jury is still out.","/pubmed/18668597","Allaire S, Wolfe F, Niu J, Zhang Y, Zhang B, LaValley M.","Arthritis Rheum. 2008 Aug 15;59(8):1082-9. doi: 10.1002/art.23923.","Arthritis Rheum.  2008","PubMed","citation","PMID:18668597 | PMCID:PMC3653626","pubmed","18668597","create date:2008/08/01 | first author:Allaire S",
"Assessment of the item selection and weighting in the Birmingham vasculitis activity score for Wegener's granulomatosis.","/pubmed/18512722","Mahr AD, Neogi T, Lavalley MP, Davis JC, Hoffman GS, McCune WJ, Specks U, Spiera RF, St Clair EW, Stone JH, Merkel PA; Wegener's Granulomatosis Etanercept Trial Research Group..","Arthritis Rheum. 2008 Jun 15;59(6):884-91. doi: 10.1002/art.23707.","Arthritis Rheum.  2008","PubMed","citation","PMID:18512722 | PMCID:PMC3645860","pubmed","18512722","create date:2008/06/03 | first author:Mahr AD",
"Intention-to-treat analysis may better represent the actual efficacy.","/pubmed/18541834","Vlad SC, LaValley MP.","Arch Intern Med. 2008 Jun 9;168(11):1228. doi: 10.1001/archinte.168.11.1228-a. No abstract available. ","Arch Intern Med.  2008","PubMed","citation","PMID:18541834","pubmed","18541834","create date:2008/06/11 | first author:Vlad SC",
"Effects of a supraphysiological dose of testosterone on physical function, muscle performance, mood, and fatigue in men with HIV-associated weight loss.","/pubmed/18430965","Knapp PE, Storer TW, Herbst KL, Singh AB, Dzekov C, Dzekov J, LaValley M, Zhang A, Ulloor J, Bhasin S.","Am J Physiol Endocrinol Metab. 2008 Jun;294(6):E1135-43. doi: 10.1152/ajpendo.90213.2008.","Am J Physiol Endocrinol Metab.  2008","PubMed","citation","PMID:18430965","pubmed","18430965","create date:2008/04/24 | first author:Knapp PE",
"Logistic regression.","/pubmed/18458181","LaValley MP.","Circulation. 2008 May 6;117(18):2395-9. doi: 10.1161/CIRCULATIONAHA.106.682658. Review. No abstract available. ","Circulation.  2008","PubMed","citation","PMID:18458181","pubmed","18458181","create date:2008/05/07 | first author:LaValley MP",
"Contemporary prevalence and incidence of work disability associated with rheumatoid arthritis in the US.","/pubmed/18383413","Allaire S, Wolfe F, Niu J, Lavalley MP.","Arthritis Rheum. 2008 Apr 15;59(4):474-80. doi: 10.1002/art.23538.","Arthritis Rheum.  2008","PubMed","citation","PMID:18383413 | PMCID:PMC3641514","pubmed","18383413","create date:2008/04/03 | first author:Allaire S",
"Biochemical markers of bone turnover and their association with bone marrow lesions.","/pubmed/18759975","Hunter DJ, Lavalley M, Li J, Bauer DC, Nevitt M, DeGroot J, Poole R, Eyre D, Guermazi A, Gale D, Totterman S, Felson DT.","Arthritis Res Ther. 2008;10(4):R102. doi: 10.1186/ar2494.","Arthritis Res Ther.  2008","PubMed","citation","PMID:18759975 | PMCID:PMC2575616","pubmed","18759975","create date:2008/09/02 | first author:Hunter DJ",
"Adjunctive methotrexate for treatment of giant cell arteritis: an individual patient data meta-analysis.","/pubmed/17665429","Mahr AD, Jover JA, Spiera RF, Hernández-García C, Fernández-Gutiérrez B, Lavalley MP, Merkel PA.","Arthritis Rheum. 2007 Aug;56(8):2789-97.","Arthritis Rheum.  2007","PubMed","citation","PMID:17665429","pubmed","17665429","create date:2007/08/01 | first author:Mahr AD",
"Glucosamine for pain in osteoarthritis: why do trial results differ?","/pubmed/17599746","Vlad SC, LaValley MP, McAlindon TE, Felson DT.","Arthritis Rheum. 2007 Jul;56(7):2267-77. Review.","Arthritis Rheum.  2007","PubMed","citation","PMID:17599746","pubmed","17599746","create date:2007/06/30 | first author:Vlad SC",
"A randomized crossover trial of a wedged insole for treatment of knee osteoarthritis.","/pubmed/17393448","Baker K, Goggins J, Xie H, Szumowski K, LaValley M, Hunter DJ, Felson DT.","Arthritis Rheum. 2007 Apr;56(4):1198-203.","Arthritis Rheum.  2007","PubMed","citation","PMID:17393448","pubmed","17393448","create date:2007/03/30 | first author:Baker K",
"Magnetic resonance imaging for diagnosing foot osteomyelitis: a meta-analysis.","/pubmed/17242312","Kapoor A, Page S, Lavalley M, Gale DR, Felson DT.","Arch Intern Med. 2007 Jan 22;167(2):125-32. Review.","Arch Intern Med.  2007","PubMed","citation","PMID:17242312","pubmed","17242312","create date:2007/01/24 | first author:Kapoor A",
