Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Prevention of Postoperative Venous Thromboembolism in Thoracic Surgical Patients: Implementation and Evaluation of a Caprini Risk Assessment Protocol.","/pubmed/26775163","Hachey KJ, Sterbling H, Choi DS, Pinjic E, Hewes PD, Munoz J, McAneny D, Tripodis Y, Fernando HC, Litle VR.","J Am Coll Surg. 2016 Jun;222(6):1019-27. doi: 10.1016/j.jamcollsurg.2015.12.003.","J Am Coll Surg.  2016","PubMed","citation","PMID:26775163","pubmed","26775163","create date:2016/01/18 | first author:Hachey KJ",
"Recruitment of breast cancer survivors and their caregivers: implications for dyad research and practice.","/pubmed/27154790","Bazzi AR, Clark MA, Winter M, Tripodis Y, Boehmer U.","Transl Behav Med. 2016 May 6.","Transl Behav Med.  2016","PubMed","citation","PMID:27154790","pubmed","27154790","create date:2016/05/08 | first author:Bazzi AR",
"The relationships between the amount of spared tissue, percent signal change, and accuracy in semantic processing in aphasia.","/pubmed/26775192","Sims JA, Kapse K, Glynn P, Sandberg C, Tripodis Y, Kiran S.","Neuropsychologia. 2016 Apr;84:113-26. doi: 10.1016/j.neuropsychologia.2015.10.019.","Neuropsychologia.  2016","PubMed","citation","PMID:26775192 | PMCID:PMC4808330","pubmed","26775192","create date:2016/01/18 | first author:Sims JA",
"Cumulative Head Impact Exposure Predicts Later-Life Depression, Apathy, Executive Dysfunction, and Cognitive Impairment in Former High School and College Football Players.","/pubmed/27029716","Montenigro PH, Alosco ML, Martin BM, Daneshvar DH, Mez J, Chaisson CE, Nowinski CJ, Au R, McKee AC, Cantu RC, McClean MD, Stern RA, Tripodis Y.","J Neurotrauma. 2016 Mar 30.","J Neurotrauma.  2016","PubMed","citation","PMID:27029716","pubmed","27029716","create date:2016/04/01 | first author:Montenigro PH",
"Influence of Maternal Depression on WIC Participation in Low-Income Families.","/pubmed/26645615","Toy S, Tripodis Y, Yang K, Cook J, Garg A.","Matern Child Health J. 2016 Mar;20(3):710-9. doi: 10.1007/s10995-015-1871-2.","Matern Child Health J.  2016","PubMed","citation","PMID:26645615","pubmed","26645615","create date:2015/12/10 | first author:Toy S",
"Mini Mental State Examination and Logical Memory scores for entry into Alzheimer's disease trials.","/pubmed/26899835","Chapman KR, Bing-Canar H, Alosco ML, Steinberg EG, Martin B, Chaisson C, Kowall N, Tripodis Y, Stern RA.","Alzheimers Res Ther. 2016 Feb 22;8:9. doi: 10.1186/s13195-016-0176-z.","Alzheimers Res Ther.  2016","PubMed","citation","PMID:26899835 | PMCID:PMC4762168","pubmed","26899835","create date:2016/02/24 | first author:Chapman KR",
"Cavum Septi Pellucidi in Symptomatic Former Professional Football Players.","/pubmed/26414478","Koerte IK, Hufschmidt J, Muehlmann M, Tripodis Y, Stamm JM, Pasternak O, Giwerc MY, Coleman MJ, Baugh CM, Fritts NG, Heinen F, Lin A, Stern RA, Shenton ME.","J Neurotrauma. 2016 Feb 15;33(4):346-53. doi: 10.1089/neu.2015.3880.","J Neurotrauma.  2016","PubMed","citation","PMID:26414478 | PMCID:PMC4761807","pubmed","26414478","create date:2015/09/29 | first author:Koerte IK",
"The first NINDS/NIBIB consensus meeting to define neuropathological criteria for the diagnosis of chronic traumatic encephalopathy.","/pubmed/26667418","McKee AC, Cairns NJ, Dickson DW, Folkerth RD, Keene CD, Litvan I, Perl DP, Stein TD, Vonsattel JP, Stewart W, Tripodis Y, Crary JF, Bieniek KF, Dams-O'Connor K, Alvarez VE, Gordon WA; TBI/CTE group..","Acta Neuropathol. 2016 Jan;131(1):75-86. doi: 10.1007/s00401-015-1515-z.","Acta Neuropathol.  2016","PubMed","citation","PMID:26667418 | PMCID:PMC4698281","pubmed","26667418","create date:2015/12/17 | first author:McKee AC",
"Paroxysmal atrial fibrillation and the hazards of under-treatment.","/pubmed/26397414","Aronis KN, Thigpen JL, Tripodis Y, Dillon C, Forster K, Henault L, Quinn EK, Berger PB, Limdi NA, Hylek EM.","Int J Cardiol. 2016 Jan 1;202:214-20. doi: 10.1016/j.ijcard.2015.09.006.","Int J Cardiol.  2016","PubMed","citation","PMID:26397414","pubmed","26397414","create date:2015/09/24 | first author:Aronis KN",
"Preliminary Study of Plasma Exosomal Tau as a Potential Biomarker for Chronic Traumatic Encephalopathy.","/pubmed/26890775","Stern RA, Tripodis Y, Baugh CM, Fritts NG, Martin BM, Chaisson C, Cantu RC, Joyce JA, Shah S, Ikezu T, Zhang J, Gercel-Taylor C, Taylor DD.","J Alzheimers Dis. 2016;51(4):1099-109. doi: 10.3233/JAD-151028.","J Alzheimers Dis.  2016","PubMed","citation","PMID:26890775 | PMCID:PMC4833534","pubmed","26890775","create date:2016/02/19 | first author:Stern RA",
"Evaluation of the Caprini Model for Venothromboembolism in Esophagectomy Patients.","/pubmed/26279363","Hewes PD, Hachey KJ, Zhang XW, Tripodis Y, Rosenkranz P, Ebright MI, McAneny D, Fernando HC, Litle VR.","Ann Thorac Surg. 2015 Dec;100(6):2072-8. doi: 10.1016/j.athoracsur.2015.05.098.","Ann Thorac Surg.  2015","PubMed","citation","PMID:26279363","pubmed","26279363","create date:2015/08/19 | first author:Hewes PD",
"Age at First Exposure to Football Is Associated with Altered Corpus Callosum White Matter Microstructure in Former Professional Football Players.","/pubmed/26200068","Stamm JM, Koerte IK, Muehlmann M, Pasternak O, Bourlas AP, Baugh CM, Giwerc MY, Zhu A, Coleman MJ, Bouix S, Fritts NG, Martin BM, Chaisson C, McClean MD, Lin AP, Cantu RC, Tripodis Y, Stern RA, Shenton ME.","J Neurotrauma. 2015 Nov 15;32(22):1768-76. doi: 10.1089/neu.2014.3822.","J Neurotrauma.  2015","PubMed","citation","PMID:26200068 | PMCID:PMC4651044","pubmed","26200068","create date:2015/07/23 | first author:Stamm JM",
"The effect of a sentence comprehension treatment on discourse comprehension in aphasia.","/pubmed/26512157","Kiran S, Des Roches C, Villard S, Tripodis Y.","Aphasiology. 2015 Nov 1;29(11):1289-1311.","Aphasiology.  2015","PubMed","citation","PMID:26512157 | PMCID:PMC4620060","pubmed","26512157","create date:2015/10/30 | first author:Kiran S",
"Assessing clinicopathological correlation in chronic traumatic encephalopathy: rationale and methods for the UNITE study.","/pubmed/26455775","Mez J, Solomon TM, Daneshvar DH, Murphy L, Kiernan PT, Montenigro PH, Kriegel J, Abdolmohammadi B, Fry B, Babcock KJ, Adams JW, Bourlas AP, Papadopoulos Z, McHale L, Ardaugh BM, Martin BR, Dixon D, Nowinski CJ, Chaisson C, Alvarez VE, Tripodis Y, Stein TD, et al.","Alzheimers Res Ther. 2015 Oct 12;7(1):62. doi: 10.1186/s13195-015-0148-8.","Alzheimers Res Ther.  2015","PubMed","citation","PMID:26455775 | PMCID:PMC4601147","pubmed","26455775","create date:2015/10/13 | first author:Mez J",
"A comparison between monitoring and dispersion modeling approaches to assess the impact of aviation on concentrations of black carbon and nitrogen oxides at Los Angeles International Airport.","/pubmed/25956147","Penn SL, Arunachalam S, Tripodis Y, Heiger-Bernays W, Levy JI.","Sci Total Environ. 2015 Sep 15;527-528:47-55. doi: 10.1016/j.scitotenv.2015.03.147.","Sci Total Environ.  2015","PubMed","citation","PMID:25956147","pubmed","25956147","create date:2015/05/10 | first author:Penn SL",
"Beta-amyloid deposition in chronic traumatic encephalopathy.","/pubmed/25943889","Stein TD, Montenigro PH, Alvarez VE, Xia W, Crary JF, Tripodis Y, Daneshvar DH, Mez J, Solomon T, Meng G, Kubilus CA, Cormier KA, Meng S, Babcock K, Kiernan P, Murphy L, Nowinski CJ, Martin B, Dixon D, Stern RA, Cantu RC, Kowall NW, et al.","Acta Neuropathol. 2015 Jul;130(1):21-34. doi: 10.1007/s00401-015-1435-y.","Acta Neuropathol.  2015","PubMed","citation","PMID:25943889 | PMCID:PMC4529056","pubmed","25943889","create date:2015/05/07 | first author:Stein TD",
"Age of first exposure to football and later-life cognitive impairment in former NFL players.","/pubmed/25632088","Stamm JM, Bourlas AP, Baugh CM, Fritts NG, Daneshvar DH, Martin BM, McClean MD, Tripodis Y, Stern RA.","Neurology. 2015 Mar 17;84(11):1114-20. doi: 10.1212/WNL.0000000000001358.","Neurology.  2015","PubMed","citation","PMID:25632088 | PMCID:PMC4371403","pubmed","25632088","create date:2015/01/30 | first author:Stamm JM",
"Addressing social determinants of health at well child care visits: a cluster RCT.","/pubmed/25560448","Garg A, Toy S, Tripodis Y, Silverstein M, Freeman E.","Pediatrics. 2015 Feb;135(2):e296-304. doi: 10.1542/peds.2014-2888.","Pediatrics.  2015","PubMed","citation","PMID:25560448 | PMCID:PMC4306802","pubmed","25560448","create date:2015/01/07 | first author:Garg A",
"Effectiveness of an impairment-based individualized rehabilitation program using an iPad-based software platform.","/pubmed/25601831","Des Roches CA, Balachandran I, Ascenso EM, Tripodis Y, Kiran S.","Front Hum Neurosci. 2015 Jan 5;8:1015. doi: 10.3389/fnhum.2014.01015.","Front Hum Neurosci.  2015","PubMed","citation","PMID:25601831 | PMCID:PMC4283612","pubmed","25601831","create date:2015/01/21 | first author:Des Roches CA",
"Influence of maternal depression on household food insecurity for low-income families.","/pubmed/25454368","Garg A, Toy S, Tripodis Y, Cook J, Cordella N.","Acad Pediatr. 2015 May-Jun;15(3):305-10. doi: 10.1016/j.acap.2014.10.002.","Acad Pediatr.  2015","PubMed","citation","PMID:25454368","pubmed","25454368","create date:2014/12/03 | first author:Garg A",
"Validity of international classification of disease codes to identify ischemic stroke and intracranial hemorrhage among individuals with associated diagnosis of atrial fibrillation.","/pubmed/25587093","Thigpen JL, Dillon C, Forster KB, Henault L, Quinn EK, Tripodis Y, Berger PB, Hylek EM, Limdi NA.","Circ Cardiovasc Qual Outcomes. 2015 Jan;8(1):8-14. doi: 10.1161/CIRCOUTCOMES.113.000371.","Circ Cardiovasc Qual Outcomes.  2015","PubMed","citation","PMID:25587093 | PMCID:PMC4654947","pubmed","25587093","create date:2015/01/15 | first author:Thigpen JL",
"Dynamic Factor Analysis for Multivariate Time Series: An Application to Cognitive Trajectories.","/pubmed/26753177","Tripodis Y, Zirogiannis N.","Int J Clin Biostat Biom. 2015;1(1). pii: 001.","Int J Clin Biostat Biom.  2015","PubMed","citation","PMID:26753177 | PMCID:PMC4704801","pubmed","26753177","create date:2016/01/12 | first author:Tripodis Y",
"Inclusion of an informant yields strong associations between cognitive complaint and longitudinal cognitive outcomes in non-demented elders.","/pubmed/25061054","Gifford KA, Liu D, Carmona H, Lu Z, Romano R, Tripodis Y, Martin B, Kowall N, Jefferson AL.","J Alzheimers Dis. 2015;43(1):121-32. doi: 10.3233/JAD-131925.","J Alzheimers Dis.  2015","PubMed","citation","PMID:25061054 | PMCID:PMC4314962","pubmed","25061054","create date:2014/07/26 | first author:Gifford KA",
"The source of cognitive complaints predicts diagnostic conversion differentially among nondemented older adults.","/pubmed/23871264","Gifford KA, Liu D, Lu Z, Tripodis Y, Cantwell NG, Palmisano J, Kowall N, Jefferson AL.","Alzheimers Dement. 2014 May;10(3):319-27. doi: 10.1016/j.jalz.2013.02.007.","Alzheimers Dement.  2014","PubMed","citation","PMID:23871264 | PMCID:PMC4064681","pubmed","23871264","create date:2013/07/23 | first author:Gifford KA",
"Genome-wide association study of the rate of cognitive decline in Alzheimer's disease.","/pubmed/23535033","Sherva R, Tripodis Y, Bennett DA, Chibnik LB, Crane PK, de Jager PL, Farrer LA, Saykin AJ, Shulman JM, Naj A, Green RC; GENAROAD Consortium.; Alzheimer's Disease Neuroimaging Initiative.; Alzheimer's Disease Genetics Consortium..","Alzheimers Dement. 2014 Jan;10(1):45-52. doi: 10.1016/j.jalz.2013.01.008.","Alzheimers Dement.  2014","PubMed","citation","PMID:23535033 | PMCID:PMC3760995","pubmed","23535033","create date:2013/03/29 | first author:Sherva R",
"Blood pressure and cognition among older adults: a meta-analysis.","/pubmed/23838685","Gifford KA, Badaracco M, Liu D, Tripodis Y, Gentile A, Lu Z, Palmisano J, Jefferson AL.","Arch Clin Neuropsychol. 2013 Nov;28(7):649-64. doi: 10.1093/arclin/act046.","Arch Clin Neuropsychol.  2013","PubMed","citation","PMID:23838685 | PMCID:PMC3807830","pubmed","23838685","create date:2013/07/11 | first author:Gifford KA",
"Profile of self-reported problems with executive functioning in college and professional football players.","/pubmed/23421745","Seichepine DR, Stamm JM, Daneshvar DH, Riley DO, Baugh CM, Gavett BE, Tripodis Y, Martin B, Chaisson C, McKee AC, Cantu RC, Nowinski CJ, Stern RA.","J Neurotrauma. 2013 Jul 15;30(14):1299-304. doi: 10.1089/neu.2012.2690.","J Neurotrauma.  2013","PubMed","citation","PMID:23421745 | PMCID:PMC3713446","pubmed","23421745","create date:2013/02/21 | first author:Seichepine DR",
"Clinical research risk assessment among individuals with mild cognitive impairment.","/pubmed/22549368","Jefferson AL, Carmona H, Gifford KA, Lambe S, Byerly LK, Cantwell NG, Tripodis Y, Karlawish J.","Am J Geriatr Psychiatry. 2012 Oct;20(10):878-86. doi: 10.1097/JGP.0b013e318252e5cb.","Am J Geriatr Psychiatry.  2012","PubMed","citation","PMID:22549368 | PMCID:PMC3411922","pubmed","22549368","create date:2012/05/03 | first author:Jefferson AL",
"Development of a theoretically based treatment for sentence comprehension deficits in individuals with aphasia.","/pubmed/22411773","Kiran S, Caplan D, Sandberg C, Levy J, Berardino A, Ascenso E, Villard S, Tripodis Y.","Am J Speech Lang Pathol. 2012 May;21(2):S88-S102. doi: 10.1044/1058-0360(2012/11-0106).","Am J Speech Lang Pathol.  2012","PubMed","citation","PMID:22411773 | PMCID:PMC3348417","pubmed","22411773","create date:2012/03/14 | first author:Kiran S",
"Effects of age, speed of processing, and working memory on comprehension of sentences with relative clauses.","/pubmed/21480714","Caplan D, Dede G, Waters G, Michaud J, Tripodis Y.","Psychol Aging. 2011 Jun;26(2):439-50. doi: 10.1037/a0021837.","Psychol Aging.  2011","PubMed","citation","PMID:21480714","pubmed","21480714","create date:2011/04/13 | first author:Caplan D",
"Risk factors for steroid response among cataract patients.","/pubmed/21420592","Chang DF, Tan JJ, Tripodis Y.","J Cataract Refract Surg. 2011 Apr;37(4):675-81. doi: 10.1016/j.jcrs.2010.10.051.","J Cataract Refract Surg.  2011","PubMed","citation","PMID:21420592","pubmed","21420592","create date:2011/03/23 | first author:Chang DF",
"Interaction between vascular factors and the APOE ε4 allele in predicting rate of progression in Alzheimer's disease.","/pubmed/21593560","Mielke MM, Leoutsakos JM, Tschanz JT, Green RC, Tripodis Y, Corcoran CD, Norton MC, Lyketsos CG.","J Alzheimers Dis. 2011;26(1):127-34. doi: 10.3233/JAD-2011-110086.","J Alzheimers Dis.  2011","PubMed","citation","PMID:21593560 | PMCID:PMC3164737","pubmed","21593560","create date:2011/05/20 | first author:Mielke MM",
"Towards equitable access to medicines for the rural poor: analyses of insurance claims reveal rural pharmacy initiative triggers price competition in Kyrgyzstan.","/pubmed/20003422","Waning B, Maddix J, Tripodis Y, Laing R, Leufkens HG, Gokhale M.","Int J Equity Health. 2009 Dec 14;8:43. doi: 10.1186/1475-9276-8-43.","Int J Equity Health.  2009","PubMed","citation","PMID:20003422 | PMCID:PMC2803474","pubmed","20003422","create date:2009/12/17 | first author:Waning B",
