Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Efficacy of electrical stimulation and exercise for dysphagia in patients with head and neck cancer: A randomized clinical trial.","/pubmed/26469360","Langmore SE, McCulloch TM, Krisciunas GP, Lazarus CL, Van Daele DJ, Pauloski BR, Rybin D, Doros G.","Head Neck. 2016 Apr;38 Suppl 1:E1221-31. doi: 10.1002/hed.24197.","Head Neck.  2016","PubMed","citation","PMID:26469360 | PMCID:PMC4833725","pubmed","26469360","create date:2015/10/16 | first author:Langmore SE",
"Perspectives on endovascular training in traditional 5+2 vascular surgery fellowship training programs.","/pubmed/25972032","Carruthers TN, Shahmohammadi K, Farber A, Rybin D, Doros G, McPhee JT, Kalish JE, Eslami MH.","Vascular. 2016 Apr;24(2):134-43. doi: 10.1177/1708538115586948.","Vascular.  2016","PubMed","citation","PMID:25972032","pubmed","25972032","create date:2015/05/15 | first author:Carruthers TN",
"Occurrence of ""never events"" after major open vascular surgery procedures.","/pubmed/26610649","Shah NK, Farber A, Kalish JA, Eslami MH, Sengupta A, Doros G, Rybin D, Siracuse JJ.","J Vasc Surg. 2016 Mar;63(3):738-45.e28. doi: 10.1016/j.jvs.2015.09.024.","J Vasc Surg.  2016","PubMed","citation","PMID:26610649","pubmed","26610649","create date:2015/11/28 | first author:Shah NK",
"An externally validated robust risk predictive model of adverse outcomes after carotid endarterectomy.","/pubmed/26804216","Eslami MH, Rybin D, Doros G, Farber A.","J Vasc Surg. 2016 Feb;63(2):345-54. doi: 10.1016/j.jvs.2015.09.003.","J Vasc Surg.  2016","PubMed","citation","PMID:26804216","pubmed","26804216","create date:2016/01/26 | first author:Eslami MH",
"Mortality of acute mesenteric ischemia remains unchanged despite significant increase in utilization of endovascular techniques.","/pubmed/25761854","Eslami MH, Rybin D, Doros G, McPhee JT, Farber A.","Vascular. 2016 Feb;24(1):44-52. doi: 10.1177/1708538115577730.","Vascular.  2016","PubMed","citation","PMID:25761854","pubmed","25761854","create date:2015/03/13 | first author:Eslami MH",
"Effects of intermission and resumption of long-term testosterone replacement therapy on body weight and metabolic parameters in hypogonadal in middle-aged and elderly men.","/pubmed/26331709","Yassin A, Almehmadi Y, Saad F, Doros G, Gooren L.","Clin Endocrinol (Oxf). 2016 Jan;84(1):107-14. doi: 10.1111/cen.12936.","Clin Endocrinol (Oxf).  2016","PubMed","citation","PMID:26331709","pubmed","26331709","create date:2015/09/04 | first author:Yassin A",
"Statistical considerations for stopping systemic lupus erythematosus clinical trials earlier.","/pubmed/26634344","Lew RA, Liang MH, Doros G.","Arthritis Res Ther. 2015 Dec 4;17:345. doi: 10.1186/s13075-015-0874-0. Review.","Arthritis Res Ther.  2015","PubMed","citation","PMID:26634344 | PMCID:PMC4669672","pubmed","26634344","create date:2015/12/05 | first author:Lew RA",
"Blood transfusion is associated with increased risk of perioperative complications and prolonged hospital duration of stay among patients undergoing amputation.","/pubmed/26094176","Tan TW, Eslami M, Rybin D, Doros G, Zhang WW, Farber A.","Surgery. 2015 Dec;158(6):1609-16. doi: 10.1016/j.surg.2015.04.039.","Surgery.  2015","PubMed","citation","PMID:26094176","pubmed","26094176","create date:2015/06/22 | first author:Tan TW",
"The Association of Publication of Center for Medicaid and Medicare Services Guidelines for Carotid Artery Angioplasty and Stenting (CAS) and CREST Results on the Utilization of CAS in Carotid Revascularization.","/pubmed/26315795","Eslami MH, Rybin DV, Doros G, Farber A.","Ann Vasc Surg. 2015 Nov;29(8):1606-13. doi: 10.1016/j.avsg.2015.06.091.","Ann Vasc Surg.  2015","PubMed","citation","PMID:26315795","pubmed","26315795","create date:2015/09/01 | first author:Eslami MH",
"Perioperative Outcomes in Patients Requiring Iliac Conduits or Direct Access for Endovascular Abdominal Aortic Aneurysm Repair.","/pubmed/26196689","Nzara R, Rybin D, Doros G, Didato S, Farber A, Eslami MH, Kalish JA, Siracuse JJ.","Ann Vasc Surg. 2015 Nov;29(8):1548-53. doi: 10.1016/j.avsg.2015.06.065.","Ann Vasc Surg.  2015","PubMed","citation","PMID:26196689","pubmed","26196689","create date:2015/07/22 | first author:Nzara R",
"Comparison of a Vascular Study Group of New England risk prediction model with established risk prediction models of in-hospital mortality after elective abdominal aortic aneurysm repair.","/pubmed/26187291","Eslami MH, Rybin D, Doros G, Kalish JA, Farber A; Vascular Study Group of New England..","J Vasc Surg. 2015 Nov;62(5):1125-33.e2. doi: 10.1016/j.jvs.2015.06.051.","J Vasc Surg.  2015","PubMed","citation","PMID:26187291","pubmed","26187291","create date:2015/07/19 | first author:Eslami MH",
"Anticholinergic vs Long-Acting β-Agonist in Combination With Inhaled Corticosteroids in Black Adults With Asthma: The BELT Randomized Clinical Trial.","/pubmed/26505596","Wechsler ME, Yawn BP, Fuhlbrigge AL, Pace WD, Pencina MJ, Doros G, Kazani S, Raby BA, Lanzillotti J, Madison S, Israel E; BELT Investigators..","JAMA. 2015 Oct 27;314(16):1720-30. doi: 10.1001/jama.2015.13277.","JAMA.  2015","PubMed","citation","PMID:26505596","pubmed","26505596","create date:2015/10/28 | first author:Wechsler ME",
"Mortality risk with dual antiplatelet therapy?","/pubmed/26530618","Yeh RW, Elmariah S, Doros G, Kereiakes DJ, Mauri L.","Lancet. 2015 Oct 17;386(10003):1533-4. doi: 10.1016/S0140-6736(15)00486-9. No abstract available. ","Lancet.  2015","PubMed","citation","PMID:26530618 | PMCID:PMC4671290","pubmed","26530618","create date:2015/11/05 | first author:Yeh RW",
"Implications of radiologic-pathologic correlation for gallbladder disease in children and young adults with sickle cell disease.","/pubmed/26109240","Gale HI, Setty BN, Sprinz PG, Doros G, Williams DD, Morrison TC, Kalajian TA, Tu P, Mundluru SN, Mehta MN, Castro-Aragon I.","Emerg Radiol. 2015 Oct;22(5):543-51. doi: 10.1007/s10140-015-1326-5.","Emerg Radiol.  2015","PubMed","citation","PMID:26109240","pubmed","26109240","create date:2015/06/26 | first author:Gale HI",
"The Role of Anger/Hostility in Treatment-Resistant Depression: A Secondary Analysis From the ADAPT-A Study.","/pubmed/26348584","Fisher LB, Fava M, Doros GD, Alpert JE, Henry M, Huz I, Freeman MP.","J Nerv Ment Dis. 2015 Oct;203(10):762-8. doi: 10.1097/NMD.0000000000000364.","J Nerv Ment Dis.  2015","PubMed","citation","PMID:26348584","pubmed","26348584","create date:2015/09/09 | first author:Fisher LB",
"Racial Differences in Treatment Approaches and Mortality Following Arterial Trauma.","/pubmed/26490644","Moreira CC, Farber A, Rybin D, Doros G, Kalish J, Eberhardt RT, Siracuse JJ, Hamburg NM.","Vasc Endovascular Surg. 2015 Oct;49(7):180-7. doi: 10.1177/1538574415607360.","Vasc Endovascular Surg.  2015","PubMed","citation","PMID:26490644","pubmed","26490644","create date:2015/10/23 | first author:Moreira CC",
"Finasteride, not tamsulosin, increases severity of erectile dysfunction and decreases testosterone levels in men with benign prostatic hyperplasia.","/pubmed/26053014","Traish AM, Haider KS, Doros G, Haider A.","Horm Mol Biol Clin Investig. 2015 Sep;23(3):85-96. doi: 10.1515/hmbci-2015-0015.","Horm Mol Biol Clin Investig.  2015","PubMed","citation","PMID:26053014","pubmed","26053014","create date:2015/06/09 | first author:Traish AM",
"Placebo non-response measure in sequential parallel comparison design studies.","/pubmed/25865181","Rybin D, Doros G, Pencina MJ, Fava M.","Stat Med. 2015 Jul 10;34(15):2281-93. doi: 10.1002/sim.6494.","Stat Med.  2015","PubMed","citation","PMID:25865181","pubmed","25865181","create date:2015/04/14 | first author:Rybin D",
"A systems-level ""misunderstanding"": the plasma metabolome in Huntington's disease.","/pubmed/26273688","Rosas HD, Doros G, Bhasin S, Thomas B, Gevorkian S, Malarick K, Matson W, Hersch SM.","Ann Clin Transl Neurol. 2015 Jul;2(7):756-68. doi: 10.1002/acn3.214.","Ann Clin Transl Neurol.  2015","PubMed","citation","PMID:26273688 | PMCID:PMC4531058","pubmed","26273688","create date:2015/08/15 | first author:Rosas HD",
"Testosterone therapy in men with Crohn's disease improves the clinical course of the disease: data from long-term observational registry study.","/pubmed/26020563","Nasser M, Haider A, Saad F, Kurtz W, Doros G, Fijak M, Vignozzi L, Gooren L.","Horm Mol Biol Clin Investig. 2015 Jun;22(3):111-7. doi: 10.1515/hmbci-2015-0014.","Horm Mol Biol Clin Investig.  2015","PubMed","citation","PMID:26020563","pubmed","26020563","create date:2015/05/29 | first author:Nasser M",
"Dual antiplatelet therapy duration and mortality - Authors' reply.","/pubmed/26068262","Yeh RW, Elmariah S, Doros G, Kereiakes DJ, Mauri L.","Lancet. 2015 May 30;385(9983):2149-50. doi: 10.1016/S0140-6736(15)61019-4. No abstract available. ","Lancet.  2015","PubMed","citation","PMID:26068262","pubmed","26068262","create date:2015/06/13 | first author:Yeh RW",
"Routine use of ultrasound guidance in femoral arterial access for peripheral vascular intervention decreases groin hematoma rates.","/pubmed/25595399","Kalish J, Eslami M, Gillespie D, Schermerhorn M, Rybin D, Doros G, Farber A; Vascular Study Group of New England..","J Vasc Surg. 2015 May;61(5):1231-8. doi: 10.1016/j.jvs.2014.12.003.","J Vasc Surg.  2015","PubMed","citation","PMID:25595399","pubmed","25595399","create date:2015/01/18 | first author:Kalish J",
"Delayed myocardial recovery in peripartum cardiomyopathy.","/pubmed/25731846","Tahir U, Doros G, Sam F.","Int J Cardiol. 2015 Apr 1;184:310-2. doi: 10.1016/j.ijcard.2015.02.064. No abstract available. ","Int J Cardiol.  2015","PubMed","citation","PMID:25731846","pubmed","25731846","create date:2015/03/04 | first author:Tahir U",
"Elderly men over 65 years of age with late-onset hypogonadism benefit as much from testosterone treatment as do younger men.","/pubmed/25874045","Saad F, Yassin A, Haider A, Doros G, Gooren L.","Korean J Urol. 2015 Apr;56(4):310-7. doi: 10.4111/kju.2015.56.4.310.","Korean J Urol.  2015","PubMed","citation","PMID:25874045 | PMCID:PMC4392031","pubmed","25874045","create date:2015/04/16 | first author:Saad F",
"Pharmacogenomic interaction between the Haptoglobin genotype and vitamin E on atherosclerotic plaque progression and stability.","/pubmed/25618031","Veiner HL, Gorbatov R, Vardi M, Doros G, Miller-Lotan R, Zohar Y, Sabo E, Asleh R, Levy NS, Goldfarb LJ, Berk TA, Haas T, Shalom H, Suss-Toby E, Kam A, Kaplan M, Tamir R, Ziskind A, Levy AP.","Atherosclerosis. 2015 Mar;239(1):232-9. doi: 10.1016/j.atherosclerosis.2015.01.008.","Atherosclerosis.  2015","PubMed","citation","PMID:25618031 | PMCID:PMC4331216","pubmed","25618031","create date:2015/01/27 | first author:Veiner HL",
"Laparoscopic peritoneal dialysis catheter placement is associated with decreased deep organ infection and reoperation.","/pubmed/25685871","Chong CC, Tan TW, Abreo K, Pahilan ME, Rybin D, Doros G, Zhang WW, Farber A.","Clin Nephrol. 2015 Mar;83(3):161-6.","Clin Nephrol.  2015","PubMed","citation","PMID:25685871","pubmed","25685871","create date:2015/02/17 | first author:Chong CC",
"Comparative effects of light or heavy resistance power training for improving lower extremity power and physical performance in mobility-limited older adults.","/pubmed/25199912","Reid KF, Martin KI, Doros G, Clark DJ, Hau C, Patten C, Phillips EM, Frontera WR, Fielding RA.","J Gerontol A Biol Sci Med Sci. 2015 Mar;70(3):374-80. doi: 10.1093/gerona/glu156.","J Gerontol A Biol Sci Med Sci.  2015","PubMed","citation","PMID:25199912 | PMCID:PMC4351393","pubmed","25199912","create date:2014/09/10 | first author:Reid KF",
"Open repair of asymptomatic popliteal artery aneurysm is associated with better outcomes than endovascular repair.","/pubmed/25454212","Eslami MH, Rybin D, Doros G, Farber A.","J Vasc Surg. 2015 Mar;61(3):663-9. doi: 10.1016/j.jvs.2014.09.069.","J Vasc Surg.  2015","PubMed","citation","PMID:25454212","pubmed","25454212","create date:2014/12/03 | first author:Eslami MH",
"Extended duration dual antiplatelet therapy and mortality: a systematic review and meta-analysis.","/pubmed/25467565","Elmariah S, Mauri L, Doros G, Galper BZ, O'Neill KE, Steg PG, Kereiakes DJ, Yeh RW.","Lancet. 2015 Feb 28;385(9970):792-8. doi: 10.1016/S0140-6736(14)62052-3. Review. Erratum in: Lancet. 2015 May 9;385(9980):1834. ","Lancet.  2015","PubMed","citation","PMID:25467565 | PMCID:PMC4386690","pubmed","25467565","create date:2014/12/04 | first author:Elmariah S",
"Using vascular quality initiative as a platform for organizing multicenter, prospective, randomized clinical trials: OVERPAR trial.","/pubmed/25311746","Eslami MH, Doros G, Goodney PP, Elderup-Jorgenson J, Cronenwett JL, Malikova M, Farber A.","Ann Vasc Surg. 2015 Feb;29(2):278-85. doi: 10.1016/j.avsg.2014.08.007.","Ann Vasc Surg.  2015","PubMed","citation","PMID:25311746 | PMCID:PMC4314323","pubmed","25311746","create date:2014/10/15 | first author:Eslami MH",
"Effects of long-term testosterone replacement therapy, with a temporary intermission, on glycemic control of nine hypogonadal men with type 1 diabetes mellitus - a series of case reports.","/pubmed/26075537","Saad F, Yassin A, Almehmadi Y, Doros G, Gooren L.","Aging Male. 2015;18(3):164-8. doi: 10.3109/13685538.2015.1034687.","Aging Male.  2015","PubMed","citation","PMID:26075537","pubmed","26075537","create date:2015/06/16 | first author:Saad F",
"Nonparametric Prediction of Event Times for Analysis of Failure-Time Data.","/pubmed/24905836","Lustgarten S, Doros G.","J Biopharm Stat. 2015;25(4):695-713. doi: 10.1080/10543406.2014.920853.","J Biopharm Stat.  2015","PubMed","citation","PMID:24905836","pubmed","24905836","create date:2014/06/07 | first author:Lustgarten S",
"Incidence of prostate cancer in hypogonadal men receiving testosterone therapy: observations from 5-year median followup of 3 registries.","/pubmed/24980615","Haider A, Zitzmann M, Doros G, Isbarn H, Hammerer P, Yassin A.","J Urol. 2015 Jan;193(1):80-6. doi: 10.1016/j.juro.2014.06.071.","J Urol.  2015","PubMed","citation","PMID:24980615","pubmed","24980615","create date:2014/07/02 | first author:Haider A",
"The impact of missing data on the results of a schizophrenia study.","/pubmed/25327503","Rybin D, Doros G, Rosenheck R, Lew R.","Pharm Stat. 2015 Jan-Feb;14(1):4-10. doi: 10.1002/pst.1651.","Pharm Stat.  2015","PubMed","citation","PMID:25327503","pubmed","25327503","create date:2014/10/21 | first author:Rybin D",
"In women, no significant variances of calculated free testosterone (cFT) are observed when a fixed value of albumin (Alb: 4.3 g/dL) is used instead of measured albumin values.","/pubmed/25460298","Garcia-Banigan D, Guay A, Traish A, Doros G, Gawoski J.","Horm Mol Biol Clin Investig. 2014 Dec;20(3):91-7. doi: 10.1515/hmbci-2014-0027.","Horm Mol Biol Clin Investig.  2014","PubMed","citation","PMID:25460298","pubmed","25460298","create date:2014/12/03 | first author:Garcia-Banigan D",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Care of patients undergoing vascular surgery at safety net public hospitals is associated with higher cost but similar mortality to nonsafety net hospitals.","/pubmed/25441012","Eslami MH, Rybin D, Doros G, Farber A.","J Vasc Surg. 2014 Dec;60(6):1627-34. doi: 10.1016/j.jvs.2014.08.055.","J Vasc Surg.  2014","PubMed","citation","PMID:25441012","pubmed","25441012","create date:2014/12/03 | first author:Eslami MH",
"Variability in freedom from loss of primary patency results in trials assessing stent implantation in the superficial femoral artery.","/pubmed/25364004","Vardi M, Lei L, Shangguan S, Doros G.","J Invasive Cardiol. 2014 Nov;26(11):614-7.","J Invasive Cardiol.  2014","PubMed","citation","PMID:25364004","pubmed","25364004","create date:2014/11/05 | first author:Vardi M",
"Routine use of completion imaging after infrainguinal bypass is not associated with higher bypass graft patency.","/pubmed/24721174","Tan TW, Rybin D, Kalish JA, Doros G, Hamburg N, Schanzer A, Cronenwett JL, Farber A; Vascular Study Group of New England..","J Vasc Surg. 2014 Sep;60(3):678-85.e2. doi: 10.1016/j.jvs.2014.03.004.","J Vasc Surg.  2014","PubMed","citation","PMID:24721174","pubmed","24721174","create date:2014/04/12 | first author:Tan TW",
"Health literacy, acculturation, and the use of preventive oral health care by Somali refugees living in massachusetts.","/pubmed/23748902","Geltman PL, Hunter Adams J, Penrose KL, Cochran J, Rybin D, Doros G, Henshaw M, Paasche-Orlow M.","J Immigr Minor Health. 2014 Aug;16(4):622-30. doi: 10.1007/s10903-013-9846-0.","J Immigr Minor Health.  2014","PubMed","citation","PMID:23748902 | PMCID:PMC3815479","pubmed","23748902","create date:2013/06/12 | first author:Geltman PL",
"Observation and surgery are associated with low risk of amputation for blunt brachial artery injury in pediatric patients.","/pubmed/24801554","Tan TW, Rybin D, Doros G, Kalish JA, Farber A, Eslami MH.","J Vasc Surg. 2014 Aug;60(2):443-7. doi: 10.1016/j.jvs.2014.02.054.","J Vasc Surg.  2014","PubMed","citation","PMID:24801554","pubmed","24801554","create date:2014/05/08 | first author:Tan TW",
"An oral health study of centenarians and children of centenarians.","/pubmed/24889721","Kaufman LB, Setiono TK, Doros G, Andersen S, Silliman RA, Friedman PK, Perls TT.","J Am Geriatr Soc. 2014 Jun;62(6):1168-73. doi: 10.1111/jgs.12842.","J Am Geriatr Soc.  2014","PubMed","citation","PMID:24889721 | PMCID:PMC4057979","pubmed","24889721","create date:2014/06/04 | first author:Kaufman LB",
"Long-term testosterone treatment in elderly men with hypogonadism and erectile dysfunction reduces obesity parameters and improves metabolic syndrome and health-related quality of life.","/pubmed/24712761","Yassin DJ, Doros G, Hammerer PG, Yassin AA.","J Sex Med. 2014 Jun;11(6):1567-76. doi: 10.1111/jsm.12523.","J Sex Med.  2014","PubMed","citation","PMID:24712761","pubmed","24712761","create date:2014/04/10 | first author:Yassin DJ",
"Safety and efficacy metrics for primary nitinol stenting in femoropopliteal occlusive disease: a meta-analysis and critical examination of current methodologies.","/pubmed/23996913","Vardi M, Novack V, Pencina MJ, Doros G, Burke DA, Elmariah S, Cutlip DE, Mauri L, Yeh RW.","Catheter Cardiovasc Interv. 2014 May 1;83(6):975-83. doi: 10.1002/ccd.25179. Review.","Catheter Cardiovasc Interv.  2014","PubMed","citation","PMID:23996913","pubmed","23996913","create date:2013/09/03 | first author:Vardi M",
"PRECREST: a phase II prevention and biomarker trial of creatine in at-risk Huntington disease.","/pubmed/24510496","Rosas HD, Doros G, Gevorkian S, Malarick K, Reuter M, Coutu JP, Triggs TD, Wilkens PJ, Matson W, Salat DH, Hersch SM.","Neurology. 2014 Mar 11;82(10):850-7. doi: 10.1212/WNL.0000000000000187.","Neurology.  2014","PubMed","citation","PMID:24510496 | PMCID:PMC3959748","pubmed","24510496","create date:2014/02/11 | first author:Rosas HD",
"Comparison of characteristics and outcomes of patients with heart failure preserved ejection fraction versus reduced left ventricular ejection fraction in an urban cohort.","/pubmed/24484862","Quiroz R, Doros G, Shaw P, Liang CS, Gauthier DF, Sam F.","Am J Cardiol. 2014 Feb 15;113(4):691-6. doi: 10.1016/j.amjcard.2013.11.014.","Am J Cardiol.  2014","PubMed","citation","PMID:24484862","pubmed","24484862","create date:2014/02/04 | first author:Quiroz R",
"Longitudinal decline of lower extremity muscle power in healthy and mobility-limited older adults: influence of muscle mass, strength, composition, neuromuscular activation and single fiber contractile properties.","/pubmed/24122149","Reid KF, Pasha E, Doros G, Clark DJ, Patten C, Phillips EM, Frontera WR, Fielding RA.","Eur J Appl Physiol. 2014 Jan;114(1):29-39.","Eur J Appl Physiol.  2014","PubMed","citation","PMID:24122149 | PMCID:PMC3945182","pubmed","24122149","create date:2013/10/15 | first author:Reid KF",
"Effects of long-term testosterone therapy on patients with ""diabesity"": results of observational studies of pooled analyses in obese hypogonadal men with type 2 diabetes.","/pubmed/24738000","Haider A, Yassin A, Doros G, Saad F.","Int J Endocrinol. 2014;2014:683515. doi: 10.1155/2014/683515.","Int J Endocrinol.  2014","PubMed","citation","PMID:24738000 | PMCID:PMC3967627","pubmed","24738000","create date:2014/04/17 | first author:Haider A",
"Progressive Improvement of T-Scores in Men with Osteoporosis and Subnormal Serum Testosterone Levels upon Treatment with Testosterone over Six Years.","/pubmed/24688541","Haider A, Meergans U, Traish A, Saad F, Doros G, Lips P, Gooren L.","Int J Endocrinol. 2014;2014:496948. doi: 10.1155/2014/496948.","Int J Endocrinol.  2014","PubMed","citation","PMID:24688541 | PMCID:PMC3943258","pubmed","24688541","create date:2014/04/02 | first author:Haider A",
"Recovery of swallowing after dysphagic stroke: an analysis of prognostic factors.","/pubmed/23102742","Kumar S, Doughty C, Doros G, Selim M, Lahoti S, Gokhale S, Schlaug G.","J Stroke Cerebrovasc Dis. 2014 Jan;23(1):56-62. doi: 10.1016/j.jstrokecerebrovasdis.2012.09.005.","J Stroke Cerebrovasc Dis.  2014","PubMed","citation","PMID:23102742","pubmed","23102742","create date:2012/10/30 | first author:Kumar S",
